0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126
0.12250000000000005,0.0756,0.0043999999999999595,0.10260000000000002,0.04510000000000003,0.010499999999999954,0.012299999999999978,0.005800000000000027,0.055300000000000016,0.00649999999999995,0.015800000000000036,0.008799999999999919,0.0042999999999999705,0.0049000000000000155,0.10410000000000008,0.006900000000000017,0.006700000000000039,0.015600000000000058,0.10430000000000006,0.006699999999999928,0.011299999999999977,0.011300000000000088,0.031299999999999994,0.006199999999999983,0.02200000000000002,0.05159999999999998,0.009000000000000008,0.0045999999999999375,0.026999999999999913,0.018399999999999972,0.010000000000000009,0.0121,0.007600000000000051,0.09040000000000004,0.033500000000000085,0.010399999999999965,0.00539999999999996,0.08099999999999996,0.017900000000000027,0.050899999999999945,0.010599999999999943,0.008000000000000007,0.0047999999999999154,0.0131,0.006399999999999961,0.00880000000000003,0.00880000000000003,0.009399999999999964,0.020399999999999974,0.010099999999999998,0.005700000000000038,0.021199999999999997,0.01429999999999998,0.011700000000000044,0.01200000000000001,0.005400000000000071,0.012699999999999934,0.11119999999999997,0.04690000000000005,0.00550000000000006,0.007900000000000018,0.022800000000000042,0.010299999999999976,0.017299999999999982,0.008299999999999974,0.006000000000000005,0.014599999999999946,0.0041999999999999815,0.05069999999999997,0.02059999999999995,0.009199999999999986,0.02939999999999998,0.0129999999999999,0.018000000000000016,0.00869999999999993,0.03849999999999998,0.10400000000000009,0.10250000000000004,0.011400000000000077,0.01649999999999996,0.018000000000000016,0.019000000000000017,0.006699999999999928,0.015600000000000058,0.010299999999999976,0.0040000000000000036,0.0131,0.01529999999999998,0.0040999999999999925,0.006800000000000028,0.057699999999999974,0.10529999999999995,0.22660000000000002,0.05030000000000001,0.015000000000000013,0.008199999999999985,0.014100000000000001,0.03390000000000004,0.08779999999999999,0.024799999999999933,0.01089999999999991,0.062100000000000044,0.011600000000000055,0.014799999999999924,0.07666666666666666,0.07380000000000009,0.015199999999999991,0.0685,0.026499999999999968,0.009399999999999964,0.012700000000000045,0.020000000000000018,0.07166666666666666,0.08579999999999999,0.009500000000000064,0.030100000000000016,0.026900000000000035,0.3152999999999999,0.033399999999999985,0.05689999999999995,0.018000000000000016,0.006800000000000028,0.030000000000000027,0.04300000000000004,0.012799999999999923,0.008299999999999974,0.27
