,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,Data,Data,Data,num
,0,1,2,3,4,5,0,1,2,simulation num
0,0,0,0,0,0,0,0,0,0,37254
1,0,0,0,0,1,0,0,0,1,664
2,0,1,0,0,0,0,0,0,0,641
3,0,0,0,1,0,0,0,0,0,3410
4,0,0,0,0,1,0,0,0,0,645
5,0,0,0,0,0,0,0,0,1,597
6,1,0,0,0,1,1,0,0,0,11
7,0,0,0,0,0,1,0,0,0,305
8,0,0,0,1,0,1,0,0,0,70
9,0,0,0,1,1,0,0,0,0,242
10,0,0,0,1,0,0,1,0,0,27
11,1,0,0,0,0,0,0,0,0,1258
12,0,0,0,0,1,1,0,0,1,13
13,0,1,0,0,0,0,1,0,0,495
14,0,0,0,0,1,1,0,0,0,315
15,0,0,0,0,1,0,0,1,0,89
16,0,1,0,0,1,0,0,1,0,486
17,0,1,1,0,0,0,0,0,0,466
18,0,1,0,1,0,0,0,0,0,74
19,0,0,1,0,0,0,0,0,0,554
20,0,0,0,0,0,0,0,1,0,276
21,0,0,0,0,0,0,1,0,0,392
22,1,0,0,0,1,0,0,0,0,24
23,0,0,0,1,0,0,0,1,0,58
24,0,1,1,1,0,0,0,0,0,47
25,1,1,0,0,0,0,0,1,0,4
26,1,0,1,0,0,0,0,0,0,88
27,0,1,0,1,0,0,1,0,0,50
28,1,1,0,0,0,0,0,0,0,138
29,0,1,0,0,0,0,0,1,0,162
30,0,0,1,1,0,0,0,0,0,52
31,0,0,0,1,1,0,0,0,1,77
32,0,1,0,0,1,1,1,0,0,6
33,0,0,0,1,1,1,0,0,0,55
34,0,0,0,0,1,0,1,1,0,7
35,1,1,0,0,1,1,0,0,0,4
36,0,0,1,0,0,0,0,1,0,6
37,0,1,0,0,1,0,1,0,1,8
38,0,1,0,1,1,0,1,0,0,5
39,0,1,0,1,1,0,0,1,0,25
40,0,1,0,1,1,1,0,1,0,3
41,1,0,0,1,0,0,0,0,0,127
42,1,1,0,1,0,0,0,0,0,13
43,0,1,1,0,1,0,0,0,1,12
44,0,0,0,1,0,0,0,0,1,52
45,1,0,0,0,1,0,0,0,1,17
46,1,0,1,0,0,1,0,0,0,1
47,0,0,0,1,1,0,0,1,1,1
48,0,0,0,0,0,1,0,1,0,4
49,0,0,0,0,0,1,0,0,1,28
50,0,1,1,1,1,0,0,0,0,5
51,0,1,0,0,1,0,0,0,0,25
52,1,0,0,0,0,0,0,1,0,9
53,1,1,1,0,0,0,0,0,0,85
54,0,1,0,0,1,1,0,0,0,4
55,0,0,0,0,0,0,1,1,0,10
56,0,1,0,1,0,0,0,1,0,64
57,1,0,0,0,1,1,0,0,1,1
58,0,1,0,0,0,0,1,1,0,10
59,0,0,0,1,1,0,0,1,0,12
60,1,0,1,1,0,0,0,0,0,7
61,1,0,0,0,0,0,0,0,1,21
62,0,1,0,0,0,0,0,0,1,10
63,0,0,0,0,0,0,1,0,1,9
64,0,1,0,0,0,0,0,1,1,12
65,1,1,0,0,0,0,1,0,0,11
66,0,0,0,0,1,0,1,0,1,6
67,0,1,0,0,0,0,1,0,1,7
68,0,1,1,1,1,0,0,0,1,2
69,1,1,1,1,0,0,0,0,0,12
70,1,1,0,0,1,0,0,1,0,17
71,0,1,0,1,0,1,0,1,0,2
72,0,0,1,0,0,0,0,0,1,8
73,0,1,1,0,0,0,1,0,0,7
74,1,0,0,1,1,0,0,0,0,6
75,1,0,1,0,1,0,0,1,0,2
76,0,1,1,0,1,0,0,0,0,6
77,0,0,1,0,0,0,1,0,0,7
78,1,0,0,0,0,0,1,0,0,14
79,0,1,1,0,1,1,0,0,0,2
80,0,1,1,0,1,0,0,1,0,16
81,0,0,0,1,0,0,1,1,0,3
82,0,0,1,0,1,0,0,0,1,11
83,1,1,0,0,1,0,0,0,0,2
84,0,1,1,0,0,0,0,1,0,13
85,0,1,1,0,1,0,0,1,1,1
86,0,1,0,0,0,1,0,0,0,6
87,0,0,1,0,1,0,0,0,0,4
88,0,1,1,1,1,1,0,0,0,2
89,0,1,0,1,0,1,1,0,0,5
90,0,1,0,0,1,0,0,0,1,13
91,0,1,0,1,1,1,0,0,0,1
92,0,1,0,0,1,0,1,1,0,4
93,0,1,0,1,0,0,0,1,1,5
94,0,0,1,0,1,0,0,1,0,5
95,0,1,0,0,1,0,0,1,1,7
96,1,0,0,0,0,1,0,1,0,1
97,0,1,1,0,0,1,0,0,0,2
98,0,0,1,0,0,1,0,0,0,6
99,0,1,0,1,0,0,0,0,1,1
100,1,1,0,1,0,0,1,0,0,2
101,0,0,1,1,1,0,0,0,0,2
102,0,0,1,0,0,1,1,0,0,1
103,1,0,0,0,1,0,1,0,0,1
104,1,0,0,0,1,0,0,1,0,2
105,0,1,0,0,1,0,1,0,0,11
106,1,1,0,0,1,0,0,0,1,4
107,1,0,0,1,0,0,0,1,0,1
108,0,0,1,0,1,0,1,1,0,1
109,0,1,0,0,0,1,1,0,0,2
110,0,0,1,0,1,1,0,0,0,7
111,0,0,0,1,1,0,1,1,0,1
112,1,1,0,1,1,0,0,1,0,3
113,0,1,0,1,0,0,1,0,1,3
114,0,0,1,1,0,0,1,0,0,4
115,1,0,1,0,0,0,0,0,1,1
116,0,0,0,0,1,1,0,1,0,4
117,0,1,0,1,1,0,0,0,1,1
118,0,1,1,1,1,0,0,1,0,1
119,0,1,1,0,0,0,0,0,1,10
120,0,0,0,1,0,1,0,0,1,2
121,0,0,0,0,1,0,0,1,1,4
122,1,1,1,0,0,0,1,0,0,2
123,0,0,0,0,1,0,1,0,0,3
124,0,0,0,0,0,0,0,1,1,5
125,0,0,0,1,1,1,0,0,1,3
126,1,0,1,1,1,0,0,0,0,1
127,1,0,0,0,1,0,0,1,1,1
128,1,0,0,0,0,1,0,0,0,7
