,stab_1,stab_1,stab_2,stab_2,stab_3,stab_3,stab_4,stab_4,Data,Data,Data,num
529,0,1,1,1,0,1,1,1,0,1,1,1
530,1,0,1,1,1,0,0,0,1,0,1,1
531,1,1,1,1,1,1,1,1,1,0,0,1
532,0,1,1,1,0,1,1,1,0,0,1,1
533,1,1,0,0,0,1,0,0,0,1,1,1
534,1,1,1,0,0,0,0,0,1,0,1,1
535,1,0,1,1,0,1,0,1,0,1,1,1
536,1,1,1,1,0,1,0,0,0,0,1,1
537,1,1,0,0,1,0,0,0,0,1,0,1
538,0,0,1,1,0,1,0,0,0,0,0,1
539,1,1,0,1,1,1,0,1,1,1,1,1
540,1,1,1,0,0,1,0,1,1,0,1,1
541,1,1,1,1,1,0,1,0,1,1,1,1
542,0,0,0,0,1,0,0,0,1,1,0,1
543,0,1,1,1,1,1,1,1,0,1,0,1
544,0,0,0,0,1,1,1,0,1,1,1,1
545,0,1,0,1,1,1,0,0,1,0,1,1
546,1,1,0,1,0,1,1,0,1,1,0,1
547,1,1,0,1,1,0,1,0,1,0,0,1
548,0,0,0,0,1,0,0,0,1,1,1,1
549,0,0,0,1,0,1,1,1,1,1,1,1
550,1,1,1,0,1,1,0,0,1,0,1,1
