,stab_1,stab_1,stab_2,stab_2,stab_3,stab_3,stab_4,stab_4,stab_5,stab_5,stab_6,stab_6,stab_7,stab_7,stab_8,stab_8,stab_9,stab_9,Data,Data,Data,num
,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,simulation num
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,309
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,31725
2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,270
3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,191
4,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5
5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,315
6,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,262
7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,252
8,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,254
9,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,257
10,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,252
11,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,88
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,278
14,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,2
15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
16,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,2
17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,54
18,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,209
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,201
20,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,2
21,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,337
23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,287
24,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,294
25,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,306
26,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
27,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
28,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,257
29,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,66
30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,322
31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,85
32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,170
33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,116
34,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,91
36,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,322
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,410
38,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,2
39,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5
40,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,52
41,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,244
42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,210
43,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,62
44,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
45,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,316
46,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,66
47,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2
48,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,261
49,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,198
51,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,244
52,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6
53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,225
54,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2
55,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1
56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,374
57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,3
58,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1
59,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7
60,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,87
61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,206
62,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1
63,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,354
64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,90
65,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,5
66,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,121
67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
68,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,338
69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,200
