,stab_1,stab_1,stab_2,stab_2,stab_3,stab_3,Data,Data,Data,num
,0,1,0,1,0,1,0,1,2,simulation num
0,0,0,0,0,0,0,0,0,0,42061
1,0,0,0,0,0,1,0,0,0,812
2,0,1,0,0,0,0,0,0,0,591
3,0,0,0,0,0,0,1,0,0,369
4,0,1,0,1,0,1,0,0,0,388
5,0,0,1,0,1,0,0,0,0,13
6,0,0,0,1,0,0,0,0,0,523
7,1,0,0,1,0,1,1,0,0,2
8,1,0,1,0,1,0,1,0,0,346
9,0,0,0,0,1,0,0,0,0,351
10,1,1,1,1,1,1,0,1,0,288
11,1,0,0,0,0,0,1,0,0,333
12,0,0,0,0,0,0,0,0,1,213
13,0,1,1,1,1,1,0,1,0,5
14,1,1,1,1,0,1,0,1,0,35
15,0,1,0,1,0,0,0,0,0,121
16,0,1,0,1,0,1,0,0,1,496
17,0,1,0,0,0,0,0,0,1,290
18,1,0,1,0,0,0,1,0,0,369
19,1,0,1,0,0,0,0,0,0,15
20,1,1,0,1,0,0,0,1,0,35
21,0,0,0,0,0,0,0,1,0,282
22,0,0,1,0,0,0,0,0,0,138
23,0,1,0,0,0,0,0,1,0,46
24,1,0,1,1,0,0,0,1,0,4
25,1,0,1,1,1,1,0,1,0,11
26,1,1,0,0,0,0,0,1,0,221
27,0,1,0,1,0,0,0,0,1,313
28,1,1,1,1,1,0,0,1,0,52
29,0,0,0,1,0,1,0,0,0,113
30,0,0,0,1,0,0,0,0,1,55
31,0,0,1,1,0,0,0,0,0,4
32,0,0,0,1,0,1,0,0,1,74
33,0,0,0,0,0,1,0,0,1,37
34,1,1,1,0,1,0,1,0,0,3
35,0,1,0,0,0,1,0,0,1,74
36,1,1,1,1,0,0,0,1,0,200
37,1,0,0,0,0,0,0,1,0,55
38,0,0,0,0,1,1,0,0,0,8
39,1,0,0,0,0,0,0,0,0,161
40,0,1,1,1,0,0,0,0,0,3
41,0,1,0,0,1,0,0,0,0,5
42,1,0,1,0,0,1,0,1,1,3
43,1,1,1,0,0,0,0,1,0,42
44,1,1,1,0,1,1,1,0,1,3
45,0,0,0,0,0,0,1,1,0,4
46,1,1,0,0,0,0,1,1,0,3
47,0,1,0,0,1,0,1,1,0,2
48,0,1,1,1,1,1,0,1,1,1
49,1,1,0,0,1,0,0,1,0,5
50,0,0,1,0,0,0,1,0,0,6
51,0,1,0,1,0,0,1,1,0,3
52,0,0,1,1,0,0,0,0,1,1
53,0,1,0,0,0,1,0,0,0,15
54,1,0,1,0,1,1,1,0,0,8
55,1,1,0,1,0,1,1,0,1,7
56,0,0,0,1,0,0,1,0,0,2
57,0,1,0,0,0,0,1,0,0,7
58,1,1,1,0,0,1,0,1,0,4
59,1,1,1,1,0,0,0,0,0,3
60,1,1,0,1,0,1,0,1,0,7
61,0,1,1,1,0,1,0,1,0,1
62,0,1,1,1,1,1,1,1,0,7
63,0,1,0,1,0,1,1,0,1,5
64,0,0,0,0,0,1,1,0,0,3
65,1,1,0,1,1,0,0,1,0,1
