,stab_1,stab_1,stab_2,stab_2,stab_3,stab_3,Data,Data,Data,num
66,0,1,1,0,1,0,1,1,0,1
67,0,1,0,1,0,0,1,0,1,1
68,0,1,0,1,0,1,1,0,0,3
69,1,0,0,0,1,0,1,0,0,16
70,0,1,0,0,1,0,0,0,1,5
71,1,0,0,0,0,1,1,0,0,6
72,1,0,0,1,0,0,1,0,0,4
73,1,0,0,0,0,0,1,0,1,4
74,1,1,0,1,0,1,0,0,1,3
75,1,0,0,1,0,1,0,1,1,3
76,1,0,1,0,0,1,1,0,0,6
77,0,1,0,1,1,1,0,0,1,3
78,1,0,1,0,1,1,1,1,0,1
79,1,0,0,0,0,0,0,0,1,2
80,1,1,1,1,0,1,1,0,1,2
81,1,1,1,0,1,1,1,0,0,1
82,0,1,0,0,0,0,0,1,1,2
83,1,0,0,0,0,0,1,1,0,5
84,0,0,1,0,1,0,1,0,0,10
85,1,1,0,0,0,1,0,1,0,5
86,0,1,0,1,0,1,0,1,1,7
87,1,1,1,1,1,0,1,0,1,4
88,0,0,0,1,0,0,0,1,1,1
89,1,1,0,1,1,1,1,1,0,1
90,1,1,0,1,1,1,0,1,0,9
91,1,1,0,1,0,1,1,0,0,3
92,1,1,0,0,0,0,0,0,0,3
93,0,1,0,1,1,0,1,1,0,2
94,1,1,1,0,0,1,1,0,1,1
95,0,0,1,0,0,0,0,1,0,3
96,1,0,1,1,0,0,1,0,0,2
97,1,0,1,1,1,0,1,0,0,3
98,1,1,0,1,0,0,1,0,0,1
99,1,1,1,0,0,0,1,0,0,6
100,1,1,1,1,0,1,1,0,0,5
101,1,0,0,1,0,1,0,1,0,3
102,1,1,1,1,1,1,1,1,0,2
103,1,0,1,0,1,0,0,0,0,12
104,1,1,1,1,0,0,1,0,0,2
105,1,0,1,1,0,1,1,0,0,2
106,1,0,0,1,0,0,1,0,1,1
107,1,1,0,1,0,0,1,0,1,7
108,1,1,1,1,1,1,1,0,1,4
109,1,0,0,1,0,0,0,0,0,2
110,0,1,1,0,0,0,0,0,0,3
111,1,1,1,1,1,1,1,0,0,1
112,0,1,0,1,1,0,0,0,1,3
113,1,1,1,1,1,1,0,1,1,4
114,0,0,1,0,1,1,0,1,0,2
115,1,1,1,0,1,1,0,1,0,8
116,0,1,1,1,1,1,0,0,0,2
117,1,1,1,1,1,0,0,0,0,1
118,0,0,0,1,1,0,0,0,0,3
119,0,1,1,1,0,1,1,1,0,2
120,0,0,0,0,0,0,0,1,1,2
121,1,0,1,0,1,1,0,1,1,3
122,0,1,1,0,0,1,0,0,1,1
123,0,0,0,0,0,0,1,0,1,1
124,1,1,1,1,1,1,0,0,0,2
125,1,0,0,0,0,1,0,1,1,1
126,1,1,1,1,1,0,1,0,0,2
127,0,1,1,1,0,0,0,1,0,5
128,1,1,0,0,0,1,1,0,0,1
129,0,1,0,1,0,0,0,1,1,2
130,1,1,0,0,0,0,0,0,1,1
131,1,1,0,0,0,0,1,0,1,3
132,1,1,1,0,0,0,0,1,1,2
133,1,0,1,1,1,1,0,1,1,2
134,0,1,1,1,1,0,1,1,0,1
135,1,0,1,1,0,1,0,1,1,2
136,0,0,1,1,1,1,1,1,0,1
137,1,0,1,0,1,1,1,0,1,1
138,0,1,0,1,1,1,0,0,0,2
139,0,1,1,1,0,0,1,1,0,2
140,1,1,0,0,0,0,1,0,0,3
141,1,0,1,1,1,1,1,0,1,2
142,1,0,1,0,0,0,0,1,0,2
143,1,0,1,0,1,1,0,0,0,3
144,1,1,1,0,1,1,0,0,1,1
145,1,0,1,0,1,0,0,1,1,3
146,0,0,1,1,1,0,0,0,0,1
147,0,0,0,1,0,0,0,1,0,2
148,0,1,0,0,0,1,1,0,1,1
149,0,0,0,0,0,1,1,0,1,1
150,1,1,0,1,0,1,0,1,1,3
151,0,1,0,1,0,0,1,0,0,2
152,1,0,1,1,1,0,0,1,0,2
153,1,0,1,0,1,0,1,1,0,2
154,0,0,0,0,1,0,0,0,1,1
155,1,1,1,0,0,0,1,0,1,3
156,1,0,1,0,0,0,1,1,0,2
157,1,0,0,0,0,1,0,0,0,2
158,0,0,0,0,0,1,0,1,0,4
159,1,0,0,1,0,0,0,1,1,3
160,1,0,0,0,0,0,0,1,1,3
161,0,0,0,0,1,0,1,0,0,3
162,0,0,0,1,0,1,1,0,0,1
163,1,0,0,0,1,0,0,0,0,1
164,1,1,0,1,0,0,0,0,1,1
165,1,0,0,0,1,0,0,1,1,1
166,1,1,1,1,0,1,0,1,1,2
167,1,0,1,1,1,0,0,1,1,3
168,1,1,1,1,0,0,0,1,1,2
169,0,1,0,0,0,0,1,1,0,2
170,1,0,0,0,1,1,1,0,0,1
171,1,1,1,0,1,1,0,1,1,1
172,1,1,1,0,1,0,1,0,1,1
173,1,1,1,1,0,0,1,0,1,1
174,0,0,1,0,1,0,0,1,0,1
175,0,1,1,1,0,1,0,0,1,1
176,0,1,0,1,0,1,0,1,0,1
177,0,0,1,0,0,1,0,0,0,2
178,0,1,1,1,1,1,1,0,1,1
179,0,0,0,1,0,1,0,1,0,2
180,0,0,0,1,1,1,0,0,0,2
181,0,1,0,1,1,1,1,1,0,1
182,1,0,0,1,0,1,0,0,0,2
183,1,0,1,0,1,1,0,1,0,1
184,1,1,1,0,0,0,0,0,1,1
185,0,1,1,0,0,0,1,1,0,1
186,1,0,0,0,1,1,1,0,1,1
187,0,0,1,1,1,1,0,0,0,1
188,0,1,1,0,1,1,0,1,0,1
189,1,0,1,1,0,1,0,1,0,1
190,1,1,0,0,0,0,0,1,1,2
191,0,1,0,0,0,1,0,1,1,1
192,0,1,0,0,0,1,0,1,0,1
193,0,1,0,1,1,1,1,0,1,1
194,0,1,1,0,0,0,0,0,1,1
195,0,0,1,1,1,1,0,1,0,1
196,0,0,1,1,0,0,0,1,0,1
197,0,0,1,1,0,0,0,1,1,1
198,0,1,1,1,1,0,0,1,0,1
199,0,0,0,1,0,0,1,0,1,1
200,1,0,1,0,1,0,1,0,1,1
201,0,1,0,1,1,1,0,1,0,1
202,1,0,0,1,0,0,0,1,0,2
203,1,0,1,1,0,0,0,1,1,1
204,0,1,0,0,1,0,0,1,0,1
205,1,0,1,1,1,1,1,0,0,1
206,1,0,1,1,0,1,1,0,1,1
207,0,0,0,0,1,0,0,1,0,1
208,0,1,1,1,0,1,0,1,1,1
