,stab_1,stab_1,stab_1,stab_1,stab_2,stab_2,stab_2,stab_2,stab_3,stab_3,stab_3,stab_3,Data,Data,Data,Data,Data,num
,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,simulation num
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,31694
1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,316
2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,387
3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,224
4,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,336
5,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,166
6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,433
7,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,330
8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,357
9,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,6
10,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,628
11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1213
12,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,111
13,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,10
14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,424
15,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,2
16,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,227
17,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,271
18,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,333
19,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,484
20,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,4
21,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,248
22,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,171
23,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,440
24,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,78
25,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,371
26,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,425
27,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,86
28,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,371
29,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7
30,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,302
31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,484
32,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,230
33,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,63
34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,304
35,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,282
36,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,34
37,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,8
38,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,34
39,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,2
40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,358
41,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,382
42,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,103
43,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,129
44,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,64
45,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,208
46,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,4
47,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3
48,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,4
49,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,16
50,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,3
51,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,8
52,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,101
53,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,381
54,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,3
55,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,3
56,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,311
57,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,9
58,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,406
59,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,13
60,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,348
61,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1
62,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,13
63,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,7
64,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,5
65,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,2
66,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2
67,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,45
68,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,3
69,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,7
70,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,130
71,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,5
72,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,3
73,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,85
74,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,20
75,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,2
76,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6
77,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,3
78,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,9
79,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,2
80,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,2
81,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
82,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,8
83,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,45
84,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,50
85,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,5
86,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,8
87,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,2
88,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,10
89,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,117
90,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,61
91,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,7
92,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,174
93,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,3
94,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,33
95,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,7
96,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,30
97,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,2
98,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,16
99,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,19
100,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,4
101,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,3
102,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,2
103,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,6
104,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,8
105,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
106,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1
107,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,4
108,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,21
109,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,4
110,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,3
111,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,17
112,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,6
113,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,7
114,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,5
115,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,25
116,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,6
117,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1
118,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,8
119,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,12
120,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,2
121,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,7
122,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,2
123,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,5
124,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1
125,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1
126,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,9
127,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,4
128,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,3
129,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,8
130,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,4
131,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,10
132,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,263
133,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,21
134,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,8
135,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1
136,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,97
137,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
138,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2
139,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,7
140,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6
141,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,4
142,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,2
143,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1
144,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4
145,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1
146,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,21
147,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,11
148,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3
149,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,6
150,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
151,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,6
152,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,4
153,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,9
154,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,6
155,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,2
156,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,4
157,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,51
158,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,20
159,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,57
160,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1
161,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,5
162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
163,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,9
164,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
165,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,4
166,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,29
167,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1
168,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,5
169,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,13
170,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,3
171,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,6
172,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,38
173,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,4
174,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,7
175,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3
176,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1
177,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,5
178,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,9
179,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,8
180,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,4
181,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,8
182,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1
183,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,5
184,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,2
185,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1
186,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,11
187,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3
188,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,2
189,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,6
190,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,12
191,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4
192,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,18
193,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,9
194,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,6
195,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,5
196,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,5
197,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,5
198,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1
199,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,6
200,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,4
201,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5
202,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2
203,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,24
204,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,37
205,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1
