,stab_1,stab_1,stab_2,stab_2,stab_3,stab_3,stab_4,stab_4,stab_5,stab_5,Data,Data,Data,num
,0,1,0,1,0,1,0,1,0,1,0,1,2,simulation num
0,0,0,0,0,0,0,0,1,0,1,1,1,1,105
1,0,0,0,0,0,0,0,0,0,0,1,1,1,37707
2,1,0,1,0,1,0,0,0,0,0,0,1,1,428
3,0,0,0,0,0,0,0,0,0,0,1,0,1,372
4,0,0,0,0,1,0,0,0,0,0,1,1,1,120
5,1,0,1,0,0,0,0,0,0,0,0,1,1,413
6,0,1,0,1,0,1,0,1,0,0,1,1,0,336
7,0,0,0,0,0,0,0,1,0,0,1,1,1,256
8,0,0,0,0,0,0,0,0,0,1,1,1,1,478
9,1,0,0,0,0,0,0,0,0,0,0,1,1,444
10,0,0,0,1,0,0,0,0,0,0,1,1,1,259
11,1,1,1,1,1,1,1,1,1,1,1,0,1,237
12,0,0,0,0,0,0,0,0,0,0,0,1,1,476
13,1,0,1,0,1,0,1,0,0,0,0,1,1,420
14,1,1,1,1,1,1,0,0,0,0,1,0,1,276
15,0,1,0,1,0,0,0,0,0,0,1,1,0,343
16,0,0,0,0,0,0,0,0,0,0,1,1,0,361
17,1,0,1,0,1,0,1,0,1,0,1,1,1,10
18,1,0,0,0,0,0,0,0,1,0,0,1,1,4
19,1,1,1,1,1,0,0,0,0,0,1,0,1,122
20,1,1,0,0,0,0,0,0,0,0,1,0,1,284
21,0,1,0,0,0,1,0,1,0,0,1,1,0,13
22,1,1,1,1,0,0,0,0,0,0,1,0,1,306
23,0,0,0,0,0,0,1,0,0,0,1,1,1,132
24,1,1,1,1,0,1,1,1,0,0,1,0,1,3
25,0,0,1,0,0,0,0,0,0,0,1,1,1,110
26,0,1,0,0,0,0,0,0,0,0,1,1,0,328
27,1,1,0,0,0,1,0,0,0,0,0,1,1,1
28,0,0,0,0,0,1,0,0,0,0,1,1,1,224
29,0,1,0,1,0,1,0,1,0,1,1,1,0,409
30,0,1,0,0,0,0,0,0,0,0,1,1,1,344
31,0,1,0,1,0,1,0,1,0,0,1,1,1,43
32,0,1,0,1,1,0,0,0,0,0,0,0,1,4
33,1,0,0,0,0,0,0,0,0,0,1,0,1,147
34,0,1,0,1,0,1,0,1,0,1,1,1,1,340
35,0,1,0,1,0,1,0,0,0,0,1,1,0,314
36,1,1,1,0,1,0,1,1,0,1,0,1,1,1
37,1,1,1,1,1,1,1,1,0,0,1,0,1,277
38,0,0,1,0,1,0,0,0,0,0,0,0,1,2
39,0,0,0,1,0,1,0,0,0,0,1,1,1,93
40,0,1,0,1,1,1,1,1,1,1,0,0,1,2
41,1,0,1,0,1,0,0,0,0,0,0,1,0,7
42,0,1,0,1,0,0,0,1,0,0,1,1,1,16
43,0,0,0,0,0,0,0,0,1,0,1,1,1,256
44,1,0,0,0,1,0,1,0,1,0,0,1,1,3
45,1,1,1,0,1,0,1,0,0,0,0,0,1,1
46,1,1,1,1,1,1,1,1,1,0,1,0,1,153
47,0,1,0,0,0,0,0,0,0,0,0,0,1,6
48,0,1,0,1,0,1,0,0,0,0,1,1,1,33
49,0,1,0,1,0,1,0,0,0,1,1,1,1,25
50,0,1,0,1,0,1,0,1,0,1,0,0,1,3
51,1,1,0,1,0,1,0,1,0,1,1,0,1,15
52,1,0,1,0,1,0,1,0,0,0,0,0,1,4
53,0,1,0,1,0,1,0,1,0,0,0,1,0,5
54,1,1,1,1,1,1,1,1,0,1,1,0,1,67
55,1,0,1,0,1,0,1,0,1,0,0,1,1,352
56,1,1,1,1,0,1,0,0,0,0,1,0,1,54
57,0,0,0,0,0,1,0,1,0,1,1,1,1,27
58,1,1,0,1,0,0,0,0,0,0,1,0,0,2
59,0,0,0,0,0,1,0,1,0,0,1,1,1,86
60,1,1,1,1,1,1,1,0,0,0,1,0,1,103
61,1,0,0,1,0,1,0,0,0,0,1,0,1,1
62,1,0,0,0,0,0,0,0,0,0,1,1,1,108
63,1,1,1,0,1,1,1,1,0,0,1,0,1,7
64,1,1,1,1,0,1,0,0,1,0,0,0,1,1
65,1,1,1,0,0,1,0,0,0,0,1,0,1,1
66,0,1,0,1,0,0,0,1,0,0,1,1,0,15
67,0,1,0,1,0,1,0,0,0,0,0,1,0,6
68,0,1,0,0,0,1,0,0,0,1,1,1,1,8
69,1,1,0,0,0,0,0,0,0,1,1,0,1,6
70,1,0,1,0,1,0,0,0,0,0,1,1,1,8
71,0,0,1,0,1,0,0,0,0,0,0,1,1,8
72,1,0,1,0,1,1,1,1,0,0,0,1,1,2
73,1,0,0,1,0,1,0,1,0,1,1,0,0,2
74,1,0,1,0,1,0,1,0,0,0,1,1,1,6
75,1,1,0,1,0,0,0,0,0,0,1,0,1,60
76,1,1,1,1,1,0,1,1,1,0,1,0,1,8
77,0,0,1,0,0,0,0,0,0,1,1,1,1,1
78,0,1,0,0,0,0,0,0,0,1,1,1,1,24
79,1,1,0,1,1,1,1,1,0,1,1,0,1,2
80,1,1,1,0,1,0,0,0,0,0,0,1,1,6
