,stab_1,stab_1,stab_2,stab_2,stab_3,stab_3,stab_4,stab_4,Data,Data,Data,num
451,1,1,0,1,1,1,0,0,0,0,1,1
452,1,0,0,1,0,1,1,1,0,1,0,1
453,1,1,0,0,0,0,1,0,0,1,0,2
454,1,1,0,1,0,0,0,1,0,1,0,1
455,1,1,1,1,0,1,1,1,0,1,0,2
456,1,1,0,1,1,1,1,1,0,1,1,1
457,0,1,1,1,0,1,1,1,1,0,0,1
458,1,0,1,1,1,1,0,1,1,0,0,1
459,0,0,0,0,0,1,0,0,1,0,1,2
460,0,1,0,0,1,0,0,0,1,0,1,1
461,0,1,1,1,1,1,1,1,1,0,1,3
462,1,1,0,1,1,0,0,0,1,0,1,1
463,0,0,0,1,0,1,1,0,1,1,0,1
464,0,0,1,0,1,0,0,0,1,1,0,1
465,0,1,0,1,1,1,1,0,1,1,0,1
466,0,0,0,1,0,1,1,0,1,1,1,2
467,0,0,1,0,1,1,0,0,1,1,1,1
468,0,0,1,1,1,1,0,0,1,1,1,3
469,0,1,0,0,0,1,1,1,1,1,1,1
470,0,1,0,1,1,1,1,0,1,1,1,1
471,0,1,1,1,0,1,1,1,1,1,1,2
472,1,0,1,1,1,0,0,0,1,1,1,1
473,1,0,1,1,1,1,1,0,1,1,1,1
474,1,1,1,1,1,0,0,0,1,1,1,1
475,0,1,1,1,1,1,0,1,0,1,0,1
476,1,1,1,1,0,0,0,0,0,0,1,1
477,1,1,1,0,1,0,1,1,1,1,1,1
478,1,0,1,1,0,1,0,1,1,1,1,1
479,0,0,0,0,1,0,1,0,0,1,1,1
480,0,1,0,1,1,1,0,1,0,0,1,1
481,1,0,0,1,0,0,1,1,1,0,0,1
482,1,0,1,1,1,0,0,0,0,0,1,1
483,1,0,0,0,0,1,0,0,1,1,1,1
484,1,1,1,0,0,1,0,0,1,0,1,2
485,0,1,1,1,1,1,1,1,0,0,1,1
486,1,0,1,1,1,1,1,0,0,1,1,3
487,1,1,1,1,0,1,1,0,0,1,0,1
488,0,0,0,0,0,0,1,0,1,0,1,1
489,0,0,0,1,1,1,1,1,0,0,1,1
490,1,0,1,1,1,0,1,0,1,1,1,1
491,0,1,1,0,1,0,0,0,1,0,1,1
492,1,0,0,0,1,0,1,0,1,1,1,2
493,0,0,0,0,1,1,1,1,0,1,1,1
494,0,1,1,1,0,0,0,0,1,1,1,1
495,0,1,1,1,1,0,0,1,1,0,1,1
496,1,1,0,1,0,1,1,1,1,1,0,1
497,1,1,1,1,0,1,1,1,1,1,0,1
498,1,1,1,0,0,1,1,0,0,1,0,1
499,0,1,1,1,1,1,1,0,0,0,1,2
500,1,0,1,1,1,0,1,1,1,0,0,1
501,1,0,1,1,0,1,0,0,1,1,1,1
502,0,1,1,0,1,1,1,1,0,0,1,1
503,1,1,1,1,1,1,1,1,0,1,1,1
504,0,1,1,0,1,0,0,0,1,1,0,1
505,1,0,0,1,0,0,0,0,1,1,1,1
506,1,1,1,1,0,1,0,0,0,1,1,1
507,1,0,0,1,1,1,0,1,1,1,1,1
508,0,0,1,1,1,0,0,0,0,0,0,1
509,1,1,1,1,1,0,1,1,1,0,0,2
510,1,0,1,0,1,1,1,0,1,1,1,4
511,1,0,1,1,1,0,1,0,0,1,1,1
512,0,0,0,0,0,1,1,0,1,1,0,1
513,0,1,0,0,0,1,1,0,1,1,1,1
514,1,1,0,0,0,1,0,1,1,0,1,1
515,1,1,0,1,1,0,0,1,1,0,0,1
516,0,0,0,1,1,0,0,0,1,1,1,2
517,1,0,0,1,0,1,0,1,1,0,1,1
518,1,1,1,1,1,1,0,1,0,1,0,2
519,1,1,1,1,0,1,1,1,1,0,0,1
520,1,1,1,1,1,1,0,1,0,0,0,2
521,0,1,1,1,0,1,0,0,1,1,1,3
522,1,1,0,0,0,1,0,0,0,1,1,2
523,0,0,0,1,0,1,0,1,1,0,0,1
524,1,1,1,1,0,1,1,0,1,0,1,2
525,1,1,1,1,1,1,0,0,0,1,1,1
526,1,1,1,0,1,0,1,1,1,0,0,1
