,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,Data,Data,Data,Data,Data,Data,Data,Data,Data,num
253,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10
254,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,5
255,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,10
256,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
257,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12
258,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1
259,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4
260,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
261,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2
262,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7
263,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,4
264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
265,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2
266,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,5
267,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
268,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
269,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
270,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
271,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,8
272,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4
273,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
274,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,7
275,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1
276,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
277,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
278,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6
279,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,5
280,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4
281,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,2
282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3
283,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
284,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
285,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
