,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,Data,Data,Data,num
,0,1,2,3,4,5,0,1,2,simulation num
0,1,0,0,0,0,0,1,1,1,1165
1,0,0,0,0,0,0,1,1,1,35659
2,0,0,0,1,0,0,1,0,1,658
3,0,1,0,0,0,0,0,1,1,425
4,0,0,0,0,0,0,1,1,0,1052
5,1,1,0,0,0,0,1,1,1,331
6,0,0,0,0,0,1,1,1,1,307
7,0,0,0,1,0,0,1,1,1,2607
8,0,0,0,0,0,0,0,1,1,555
9,0,0,0,0,0,0,1,0,1,420
10,0,1,0,0,1,0,1,0,1,350
11,0,0,1,0,0,0,1,0,1,14
12,0,0,0,0,1,0,1,1,0,656
13,0,1,1,0,0,0,1,1,1,405
14,0,0,1,0,0,0,1,1,1,663
15,0,1,0,1,0,0,1,1,1,107
16,0,1,0,0,0,0,1,1,1,909
17,0,0,0,1,0,0,0,1,1,40
18,0,1,0,0,0,0,1,0,1,87
19,0,1,0,0,0,1,1,1,0,2
20,0,0,0,1,0,0,1,0,0,21
21,0,0,1,0,1,0,1,1,1,17
22,0,0,1,1,0,0,1,1,1,44
23,1,1,0,0,0,0,0,1,1,36
24,1,1,0,0,1,0,0,1,1,2
25,1,0,0,0,1,0,1,1,1,33
26,0,0,0,0,0,0,0,0,1,8
27,0,1,0,0,1,0,1,1,1,112
28,0,0,0,0,1,0,1,1,1,804
29,0,1,0,1,0,0,1,0,1,65
30,1,1,1,0,0,0,1,1,1,143
31,1,1,0,0,1,0,1,0,1,15
32,0,0,0,1,1,0,1,1,1,228
33,1,0,0,0,1,0,1,1,0,31
34,0,1,0,1,1,0,1,1,1,10
35,0,1,1,0,0,0,1,0,1,143
36,0,1,0,1,1,1,0,1,1,2
37,1,0,0,0,0,0,1,1,0,27
38,0,0,1,0,0,0,0,1,1,10
39,1,0,1,0,0,0,1,1,1,158
40,0,1,0,0,0,0,0,0,1,8
41,0,1,0,0,1,0,1,1,0,16
42,0,0,0,1,1,1,1,1,1,78
43,0,0,0,1,0,0,1,1,0,64
44,1,0,0,1,0,0,1,1,1,103
45,0,1,0,1,1,0,0,0,1,1
46,0,0,0,1,0,0,0,0,1,18
47,0,0,0,0,0,1,1,1,0,57
48,0,1,0,0,0,0,0,1,0,9
49,0,0,0,1,1,0,1,0,0,13
50,1,1,0,1,0,0,1,1,1,28
51,1,0,1,0,0,0,1,1,0,5
52,0,1,1,0,0,0,0,1,1,13
53,0,0,1,1,1,0,1,1,1,6
54,0,0,0,1,1,0,1,1,0,40
55,0,1,0,0,0,1,1,1,1,10
56,0,0,0,0,1,1,0,1,1,3
57,0,0,0,0,1,1,1,1,0,71
58,0,0,0,0,1,1,1,1,1,247
59,0,1,0,0,1,0,0,0,1,4
60,0,0,1,0,1,0,1,1,0,16
61,0,1,1,1,0,0,1,1,1,34
62,0,1,1,0,1,0,1,1,1,11
63,0,0,1,0,1,0,1,0,1,4
64,0,0,0,1,1,0,0,1,0,1
65,0,0,0,1,1,0,1,0,1,34
66,0,1,0,0,0,0,1,1,0,27
67,0,0,0,0,0,0,0,1,0,13
68,1,0,0,1,1,0,1,0,1,3
69,1,0,1,1,0,0,1,1,1,8
70,0,0,0,1,0,1,1,1,1,74
71,0,0,0,1,0,1,1,0,1,14
72,0,0,0,0,1,0,0,1,1,11
73,1,0,0,0,0,0,1,0,1,14
74,0,0,0,0,1,1,1,0,1,6
75,0,1,0,1,1,0,1,0,1,19
76,0,1,0,0,0,1,0,1,1,5
77,0,0,1,0,0,0,0,0,1,5
78,1,0,0,0,0,0,0,1,1,33
79,1,0,1,0,1,0,1,1,1,2
80,1,0,1,0,0,1,1,1,1,2
81,0,0,1,1,0,0,1,0,1,19
82,0,0,0,0,1,0,1,0,0,10
83,0,1,0,1,0,0,0,1,0,1
84,1,1,1,0,0,0,1,0,0,1
85,0,1,1,0,0,0,1,0,0,2
86,0,0,0,0,0,1,0,1,1,4
87,0,1,1,0,0,0,1,1,0,16
88,0,0,0,0,1,0,0,1,0,8
89,0,0,0,0,0,1,1,0,1,4
90,1,0,0,1,0,0,1,0,1,25
91,1,0,1,1,0,0,1,0,1,4
92,1,1,0,0,1,0,1,1,0,5
93,0,1,1,1,0,0,1,0,1,20
94,0,0,0,1,1,1,1,0,0,1
95,1,1,0,0,0,1,1,1,0,2
96,0,1,0,0,0,0,1,0,0,5
97,1,0,0,0,0,1,0,1,1,1
98,0,1,0,0,1,1,1,1,1,6
99,0,1,0,0,1,0,0,1,1,11
100,1,1,1,0,0,0,1,0,1,15
101,1,0,0,0,0,1,1,0,1,1
102,0,1,0,0,1,0,1,0,0,13
103,0,1,0,1,1,0,0,1,0,1
104,1,1,0,1,0,1,1,1,1,1
105,1,0,0,1,1,0,1,1,1,8
106,1,1,1,1,0,0,1,1,1,8
107,1,0,0,0,0,1,1,1,1,5
108,0,0,0,1,1,1,1,1,0,4
109,0,0,0,0,1,0,1,0,1,23
110,1,1,0,1,1,1,1,1,1,3
111,0,1,1,1,0,0,0,0,1,1
112,1,0,0,0,0,0,1,0,0,1
113,1,1,0,1,1,0,1,0,1,1
114,1,0,0,0,0,1,1,0,0,1
115,1,1,0,1,0,1,1,1,0,1
116,1,0,0,1,1,0,1,1,0,4
117,0,0,0,1,0,1,1,1,0,4
118,0,1,0,1,0,0,0,1,1,27
119,0,1,1,1,1,0,1,0,0,1
120,0,0,1,0,0,0,1,1,0,20
121,0,0,0,0,1,1,0,0,1,1
122,0,0,1,1,1,0,1,0,1,3
123,0,1,0,1,0,0,1,1,0,4
124,1,0,1,0,0,0,0,1,1,3
125,0,1,1,0,1,0,1,0,1,13
126,0,1,1,0,1,0,1,1,0,7
127,1,0,1,1,1,1,1,1,1,1
128,1,0,0,0,1,1,1,1,1,7
129,0,0,1,0,1,1,1,1,1,7
130,0,1,1,0,1,0,1,0,0,5
131,0,1,1,0,0,0,0,0,1,3
132,0,1,1,1,1,0,1,0,1,4
133,0,0,0,1,0,1,0,1,1,1
134,1,0,0,0,1,0,1,0,1,5
135,1,0,0,0,1,1,1,1,0,1
136,0,0,0,1,1,0,0,1,1,3
137,0,1,0,0,0,1,1,0,0,1
138,0,0,0,0,1,0,0,0,1,5
139,0,1,0,1,1,0,0,1,1,2
140,1,1,0,0,0,0,1,0,1,6
141,1,1,1,1,0,0,0,1,1,2
142,0,1,1,1,0,1,1,0,1,1
143,1,1,0,0,1,1,1,1,1,2
144,0,0,1,0,0,1,1,1,0,1
145,1,1,0,1,0,0,0,1,1,4
146,1,0,0,1,0,0,1,0,0,2
147,1,1,1,0,1,0,1,1,0,1
148,0,0,0,0,0,1,1,0,0,1
149,0,1,1,0,1,1,1,1,1,3
150,0,1,0,0,1,1,1,0,1,2
151,0,0,0,0,0,0,1,0,0,7
152,1,0,0,0,0,1,1,1,0,2
153,1,0,0,0,1,0,0,1,0,1
154,0,0,1,1,0,0,1,0,0,1
155,1,1,0,0,0,1,1,1,1,3
156,0,1,1,0,1,1,1,1,0,3
157,1,0,1,0,1,1,1,1,1,1
158,0,1,1,1,1,0,1,1,0,1
159,0,1,0,0,1,1,1,1,0,3
160,0,1,0,1,0,0,0,0,0,2
161,1,1,0,0,0,0,1,1,0,8
162,0,1,1,0,0,1,1,1,0,2
163,0,1,0,1,1,0,1,1,0,2
164,1,1,1,1,0,0,1,0,1,4
165,1,1,1,0,1,0,1,1,1,5
166,1,1,0,1,0,0,1,0,1,6
167,1,1,0,0,1,0,1,1,1,9
168,0,1,0,1,0,0,0,0,1,4
169,1,1,1,0,1,0,1,0,1,2
170,0,0,1,0,0,0,0,1,0,1
171,0,0,1,0,1,0,0,1,0,1
172,1,0,1,0,0,0,1,0,1,5
173,1,1,0,1,1,0,1,1,1,1
174,0,1,0,1,0,1,1,1,1,1
175,0,0,0,1,1,1,1,0,1,11
176,0,1,0,0,1,1,0,1,1,1
177,1,0,1,1,0,0,0,1,1,2
178,1,1,0,0,1,1,0,1,1,1
179,1,1,1,0,0,0,0,1,1,5
180,0,1,1,1,0,0,0,1,1,1
181,1,0,0,1,0,0,0,0,1,2
182,0,1,0,0,1,0,0,1,0,6
183,0,1,0,1,1,1,1,0,1,2
184,0,1,1,0,1,1,1,0,1,1
185,0,0,1,1,1,1,1,1,1,1
186,1,0,0,1,0,0,1,1,0,1
187,0,1,0,1,0,1,0,0,1,1
188,1,0,1,1,1,0,1,1,0,1
189,0,1,0,1,0,0,1,0,0,2
190,0,1,1,1,0,1,1,1,1,1
191,1,0,0,1,1,0,0,1,1,1
192,1,0,0,0,0,0,0,1,0,1
193,0,1,1,0,1,0,0,1,1,1
194,0,0,1,1,1,0,1,1,0,1
195,0,1,1,0,1,1,1,0,0,2
196,0,0,0,1,0,1,1,0,0,2
197,0,1,1,1,0,0,1,0,0,1
198,0,0,1,1,0,1,1,1,1,2
199,0,1,1,1,1,0,1,1,1,3
200,1,0,0,1,0,0,0,1,1,1
201,0,0,1,1,0,0,0,1,1,1
202,1,0,0,1,1,0,0,1,0,1
203,0,1,1,0,0,1,1,1,1,4
204,1,1,0,1,1,0,1,0,0,1
205,0,0,0,1,1,1,0,1,0,1
206,1,1,1,0,0,1,1,1,1,2
207,1,1,0,1,1,0,1,1,0,1
208,0,1,0,0,0,1,1,0,1,2
209,0,1,0,1,0,1,1,0,0,1
210,1,0,1,0,1,0,1,1,0,3
211,0,0,0,1,1,0,0,0,1,2
212,1,0,0,0,0,0,0,0,1,1
213,1,1,0,0,0,1,0,1,1,1
214,1,1,0,0,0,0,0,1,0,1
215,1,1,1,0,0,0,0,0,1,1
216,1,1,1,0,0,0,1,1,0,2
217,1,0,1,0,0,1,1,0,1,1
218,1,1,1,1,1,0,1,1,0,1
219,0,0,1,1,0,0,1,1,0,1
220,0,0,1,0,0,1,1,1,1,1
221,0,0,1,1,1,0,1,0,0,1
222,0,1,0,1,0,1,1,0,1,1
