,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,Data,Data,Data,num
,0,1,2,3,4,5,6,7,8,9,0,1,2,simulation num
0,0,0,0,0,0,0,0,0,1,0,1,1,0,24
1,0,0,0,0,0,0,0,0,0,0,1,1,1,14301
2,0,0,1,0,0,1,0,0,1,0,1,1,1,3
3,1,0,0,0,1,0,0,0,0,0,1,1,1,78
4,0,1,0,0,0,0,0,0,0,0,1,1,1,768
5,0,0,0,0,0,0,0,1,1,0,1,1,1,1420
6,0,0,0,0,0,0,0,0,0,1,1,1,1,799
7,0,0,0,0,1,0,0,0,0,0,1,0,1,340
8,0,0,0,0,0,0,0,1,0,0,1,1,1,2049
9,0,0,1,0,1,0,0,0,0,0,1,1,1,144
10,0,0,0,0,0,0,0,1,0,0,1,1,0,348
11,0,0,0,0,0,0,0,1,1,1,1,1,1,923
12,0,0,0,0,0,0,0,0,1,0,1,1,1,1278
13,0,0,1,0,0,0,0,0,0,0,1,0,1,304
14,0,0,1,0,0,0,0,1,1,0,0,1,1,187
15,0,0,1,0,0,0,0,1,0,0,1,0,1,962
16,0,0,0,1,0,0,0,0,0,0,0,1,1,40
17,0,0,0,0,1,0,0,0,0,0,1,1,1,721
18,0,0,1,0,0,0,0,1,0,1,1,1,1,30
19,1,0,1,0,0,0,0,0,1,0,0,1,1,24
20,0,0,1,0,0,0,0,1,0,0,1,1,1,216
21,0,0,1,0,0,0,0,0,0,0,0,1,1,1612
22,0,0,1,0,0,0,0,0,0,0,1,1,1,1057
23,1,1,0,0,0,0,0,0,0,0,1,1,1,186
24,0,1,0,0,0,0,0,1,1,0,1,1,1,83
25,0,0,1,0,0,0,0,1,0,0,0,0,1,66
26,0,0,0,0,0,0,1,1,1,0,1,1,1,506
27,0,0,0,0,0,0,0,1,1,0,0,1,1,63
28,0,0,1,0,0,0,0,0,0,0,0,0,1,136
29,0,0,0,0,0,0,0,1,0,1,1,1,0,27
30,0,1,1,1,1,0,0,0,0,0,1,1,1,58
31,0,0,1,0,1,0,0,1,0,1,1,0,1,6
32,1,1,0,0,0,0,0,0,0,0,0,0,1,3
33,1,1,1,0,0,0,0,0,0,0,0,1,1,45
34,1,0,0,0,0,0,0,0,0,0,1,1,1,1443
35,0,0,0,0,0,0,0,1,1,0,1,0,1,166
