,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_2,stab_2,stab_2,stab_2,stab_2,stab_2,stab_3,stab_3,stab_3,stab_3,stab_3,stab_3,Data,Data,Data,num
,0,1,2,3,4,5,0,1,2,3,4,5,0,1,2,3,4,5,0,1,2,simulation num
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,724
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,25546
2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,338
3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,7
4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,597
5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,2
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,701
7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1
8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29
9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,415
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,545
11,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1
12,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2
13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,848
14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,51
15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,23
16,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,49
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,31
18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,98
19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
20,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,2
21,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,2
22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,377
23,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,4
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,699
25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,110
26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,91
27,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,27
28,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,831
30,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,102
31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,264
32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,330
33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,714
34,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8
35,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,427
36,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4
37,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,112
38,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,321
39,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,18
40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5
41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,8
42,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,10
43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,306
44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17
45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1
46,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
47,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,3
48,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,4
49,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,4
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,35
51,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,336
52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2
53,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3
54,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,253
55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,342
56,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,6
57,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,409
59,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,9
60,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,46
61,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,29
62,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,251
63,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
64,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,21
65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,326
66,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
67,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,12
68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,7
69,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,82
70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,120
71,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1
72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,264
73,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
74,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,24
75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,100
76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
77,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,2
78,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
79,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,380
80,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,56
81,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,8
82,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,2
83,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,126
84,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,244
85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,48
86,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3
87,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5
88,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
89,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,137
90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,24
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,122
92,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,85
93,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,81
94,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
95,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,29
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,205
