,stab_1,stab_1,stab_1,stab_1,stab_2,stab_2,stab_2,stab_2,stab_3,stab_3,stab_3,stab_3,Data,Data,Data,Data,Data,num
,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,simulation num
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35343
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,555
2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,285
3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,198
5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,89
7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,515
8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,35
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,278
10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,341
11,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,250
12,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,210
13,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,259
14,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,134
15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,697
16,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,80
17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
18,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1
19,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,335
20,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,2
21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,374
23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,182
24,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,400
25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,380
26,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
27,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,68
28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,215
29,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
30,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
31,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,435
32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,102
33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
34,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,75
35,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2
36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,249
37,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,26
38,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,227
39,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,208
41,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,6
42,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,8
43,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,385
44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3
45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,449
46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,180
47,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,105
48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,510
49,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,262
50,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
51,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,31
52,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,5
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171
54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,294
56,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
57,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,98
58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26
59,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
60,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,38
61,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10
62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65
63,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2
64,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,11
65,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13
66,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5
67,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2
68,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,274
69,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,62
70,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11
71,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,64
72,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,370
73,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1
74,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,219
75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95
76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
77,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,5
78,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7
79,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,202
80,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1
81,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,49
82,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,8
83,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1
84,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,36
85,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,19
86,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
87,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
88,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1
89,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,19
90,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,11
91,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,7
92,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
93,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3
94,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,4
95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4
96,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,20
97,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5
98,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4
99,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
100,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7
101,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
102,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
103,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4
104,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,64
105,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3
106,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
107,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,38
108,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4
109,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14
110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,35
111,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
112,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,2
113,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2
114,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
115,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,2
116,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,3
117,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
118,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3
119,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
120,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6
121,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,3
122,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2
123,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
124,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4
125,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,2
126,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,3
127,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
128,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
