,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,Data,Data,Data,Data,Data,Data,Data,Data,Data,num
128,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,2
129,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6
130,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,25
131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9
132,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,9
133,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,9
134,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,12
135,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5
136,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10
137,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21
138,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,29
139,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
140,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6
141,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
142,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4
143,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,10
144,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52
145,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5
146,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30
147,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,70
148,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
149,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7
150,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5
151,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
152,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,9
153,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7
154,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,30
155,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
156,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1
157,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1
158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13
159,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
160,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10
161,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
162,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12
163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5
164,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
165,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,8
166,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30
167,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,12
168,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,24
