,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_2,stab_2,stab_2,stab_2,stab_2,stab_2,Data,Data,Data,Data,Data,Data,Data,num
322,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
323,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10
324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22
325,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2
326,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
327,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2
328,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5
329,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4
330,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5
331,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,3
332,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
333,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,3
334,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2
335,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,7
336,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1
337,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4
338,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
339,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16
340,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1
341,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1
342,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2
343,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2
344,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3
345,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,5
346,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19
347,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
348,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
349,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
350,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
351,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
352,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2
353,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6
354,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6
355,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
356,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
357,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1
358,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9
359,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
360,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
361,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
362,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
363,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
364,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,2
365,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
366,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
367,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1
368,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
369,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7
370,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,12
371,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
372,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
373,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,51
374,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
375,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1
376,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,6
377,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
378,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9
379,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13
380,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,10
381,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8
382,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1
383,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
384,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,29
385,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
386,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,4
387,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,11
388,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3
389,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
390,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,6
391,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1
392,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6
393,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
394,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
395,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,8
396,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4
397,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
398,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4
399,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
400,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,7
401,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2
402,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
403,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,9
404,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1
405,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4
406,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,3
407,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10
408,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,3
409,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,12
410,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
411,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,4
412,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
413,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2
414,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,2
415,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7
416,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,3
417,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
418,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,7
419,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8
420,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
421,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
422,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5
423,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
424,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
425,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
426,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2
427,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,19
428,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
429,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
430,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
431,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6
432,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3
433,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
434,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5
435,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
436,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10
437,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
438,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8
439,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
440,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,26
441,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
442,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
443,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1
444,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
445,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
446,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
447,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,7
448,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
449,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8
450,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3
451,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
452,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
453,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,6
454,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
455,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9
457,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,7
458,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2
459,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
460,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,3
461,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,7
462,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,9
463,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2
464,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
465,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1
466,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,5
467,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,5
468,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
469,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5
470,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
471,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1
472,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
473,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,2
474,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
475,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
476,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
477,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,8
478,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
479,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6
480,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1
481,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
482,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,8
483,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
484,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
485,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
486,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
487,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,11
488,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5
489,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
490,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
491,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
492,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
493,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6
494,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
495,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
496,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
497,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2
498,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8
500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
501,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
502,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2
503,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
504,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3
505,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3
506,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
507,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1
508,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,6
509,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4
510,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,9
511,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
512,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
513,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
515,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
516,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
517,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5
518,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4
519,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2
520,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1
521,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
523,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1
524,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,5
525,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3
526,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
527,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9
528,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
529,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
530,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2
531,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11
532,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12
534,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,11
535,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
536,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
537,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
538,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
539,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
540,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11
541,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
542,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1
543,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1
544,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
545,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,3
546,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
547,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2
548,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
549,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,2
550,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
551,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6
552,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,3
553,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14
554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8
555,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1
556,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7
557,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
558,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
559,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,5
560,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
561,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
562,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1
563,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1
564,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
565,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
566,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
567,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
569,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6
570,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
571,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
572,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
573,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
574,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2
575,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
576,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
577,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,2
578,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
579,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
580,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
581,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5
582,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
583,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9
584,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
585,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,12
586,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,5
587,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9
588,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
589,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
590,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6
591,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
592,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1
593,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4
594,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2
595,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4
597,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2
598,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6
599,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
600,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1
601,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7
602,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
603,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,6
604,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
605,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
606,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
607,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1
608,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,3
609,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4
610,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1
611,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
612,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
613,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
614,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5
615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
616,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
617,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
618,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7
619,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2
620,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
621,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,10
622,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,4
623,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12
624,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3
625,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1
626,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
627,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
628,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,7
629,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
630,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4
631,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,11
632,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9
633,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
634,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1
635,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,2
636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5
637,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11
638,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
639,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,2
640,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3
641,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
642,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
643,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
644,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2
645,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
646,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
647,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
648,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,2
649,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
650,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,2
651,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3
652,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
