,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_2,stab_2,stab_2,stab_2,stab_2,stab_2,Data,Data,Data,num
332,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
333,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
334,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,14
335,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16
336,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1
337,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,8
338,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,7
339,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,2
340,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1
341,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,4
342,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1
343,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,5
344,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,2
345,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,10
346,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
347,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
348,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
349,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5
350,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1
351,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,13
352,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1
353,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,7
354,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
355,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
356,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20
357,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1
358,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4
359,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
360,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2
361,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
362,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4
363,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
364,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
365,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1
366,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10
367,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,11
368,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4
369,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
370,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
371,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2
372,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,8
373,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1
374,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2
375,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
376,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,17
377,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5
378,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,3
379,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4
380,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6
381,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4
382,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1
383,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
384,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2
385,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
386,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1
387,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,5
388,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5
389,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5
390,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,12
391,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2
