,stab_1,stab_1,stab_1,stab_1,stab_2,stab_2,stab_2,stab_2,Data,Data,Data,Data,Data,num
455,1,1,0,0,1,1,0,0,0,0,1,0,1,1
456,0,1,0,1,0,0,1,1,1,1,1,0,1,1
457,0,1,1,0,1,1,0,0,0,1,0,1,1,1
458,1,0,0,0,1,0,1,0,1,1,1,1,1,1
459,0,0,0,1,1,1,0,0,1,1,1,1,1,1
460,0,1,1,1,1,1,1,1,1,1,0,0,1,1
461,1,1,0,1,0,0,0,0,0,1,0,1,0,1
462,0,0,1,1,0,1,1,0,1,1,1,0,1,3
463,1,0,1,0,0,0,0,0,1,1,1,1,1,3
464,0,0,1,1,0,0,1,1,0,0,1,0,1,1
465,1,1,1,0,1,1,1,0,1,0,0,1,1,1
466,0,0,1,1,0,0,0,1,1,1,0,0,1,1
467,0,1,0,0,0,0,0,0,1,0,0,1,1,2
468,1,0,0,1,0,0,0,0,1,1,1,1,1,2
469,0,0,1,0,0,0,0,0,1,0,1,0,1,2
470,1,1,0,0,0,0,0,0,1,1,1,1,0,1
471,1,0,0,1,1,1,1,0,1,0,0,0,1,1
472,0,0,0,1,0,1,0,1,0,1,1,1,1,1
473,1,1,1,0,0,1,1,0,1,1,0,1,1,2
474,1,1,0,0,0,0,0,0,1,1,0,1,1,3
475,1,0,0,0,0,0,0,0,1,0,1,0,1,1
476,1,0,0,0,0,0,1,0,0,1,1,1,1,3
477,0,1,1,0,0,0,0,1,1,1,0,1,1,3
478,1,0,1,1,1,0,0,1,0,1,1,0,1,1
479,0,0,0,0,1,0,0,1,1,1,1,1,0,1
480,1,1,0,1,0,1,0,1,1,0,1,1,0,1
481,0,1,1,0,0,0,0,0,1,1,1,0,1,2
482,0,0,0,1,0,1,0,0,1,1,1,0,1,2
483,1,0,0,1,1,1,0,1,0,1,1,1,1,1
484,0,1,0,1,0,1,0,1,1,1,0,0,1,1
485,1,0,1,0,0,1,0,0,1,1,1,0,1,1
486,1,0,0,1,0,0,0,1,0,1,1,1,0,2
487,1,1,1,1,1,0,0,0,1,0,1,0,1,2
488,1,0,0,0,0,1,0,0,1,1,0,1,1,1
489,0,1,1,1,1,0,1,1,0,0,1,0,1,1
490,0,0,1,1,1,0,1,1,1,1,1,0,1,2
491,0,0,0,0,0,0,1,0,1,0,1,1,1,4
492,1,0,1,0,1,0,0,1,0,1,1,0,0,1
493,1,1,0,1,1,1,0,1,0,0,1,1,0,1
494,1,1,0,1,0,0,0,1,0,0,1,1,0,1
495,0,0,0,0,1,1,0,0,0,0,1,1,1,1
496,1,1,0,0,1,0,0,0,0,0,1,1,0,1
497,1,1,1,1,1,0,0,0,1,1,0,0,1,1
498,0,1,0,1,0,0,0,0,1,0,1,1,0,1
499,0,1,0,1,0,0,0,1,1,1,0,1,0,2
500,1,1,1,1,1,0,0,0,1,1,1,0,1,1
501,0,0,0,1,0,0,1,0,1,1,1,1,0,1
502,0,1,1,1,1,0,1,0,0,0,1,0,1,1
503,1,0,0,0,1,1,1,0,1,1,1,1,1,1
504,0,0,1,1,1,1,1,1,1,1,1,0,1,1
505,1,1,0,0,1,1,0,1,0,1,1,1,1,1
506,0,1,0,1,0,0,0,0,1,1,1,0,1,1
507,1,1,0,0,0,1,0,0,1,0,1,1,0,2
508,1,0,1,0,1,0,1,1,0,1,1,0,1,1
509,0,1,0,0,0,0,0,0,0,1,1,0,1,1
510,1,1,1,1,1,0,0,1,1,0,1,0,1,1
511,0,1,0,1,0,1,0,1,1,1,1,1,1,1
512,1,1,0,0,0,0,0,0,1,0,1,0,0,1
513,0,0,1,1,0,1,0,1,1,1,1,1,1,1
514,1,1,1,0,1,1,0,0,0,0,1,0,1,1
515,0,0,1,0,0,1,1,0,0,1,1,1,1,1
516,1,0,0,0,1,1,0,0,0,1,0,1,1,1
517,1,1,0,1,0,0,0,1,1,1,1,1,0,1
518,0,1,1,1,0,1,1,0,1,1,1,1,1,1
519,1,0,0,1,0,0,1,1,0,1,1,1,0,1
520,0,1,1,1,0,0,1,0,1,1,0,0,1,1
521,0,0,1,0,0,0,0,0,0,0,1,1,1,1
522,1,0,0,1,0,0,0,1,0,0,1,1,1,2
523,1,0,1,1,0,0,0,0,0,1,1,1,1,1
524,0,0,0,1,0,0,1,0,1,1,1,0,1,1
525,1,0,0,1,0,0,0,0,0,1,1,1,0,1
526,1,0,1,0,1,0,1,0,0,1,1,1,1,1
527,1,0,1,0,0,0,0,0,0,1,1,1,1,1
528,1,1,0,1,0,0,0,1,1,0,1,0,0,1
529,1,1,0,1,1,1,0,0,1,0,0,1,0,1
530,1,0,0,0,1,1,0,1,1,0,1,1,0,1
531,1,1,1,0,1,0,0,0,1,0,1,0,1,1
532,1,1,1,0,0,1,0,0,0,1,1,1,1,1
533,1,1,0,0,1,0,0,0,1,0,1,1,0,1
534,0,0,0,0,0,0,0,1,1,1,1,0,0,1
535,0,1,1,0,0,0,0,0,1,1,0,0,0,1
536,1,1,0,0,1,0,0,0,0,0,0,1,1,1
537,0,0,0,0,1,0,0,0,0,0,1,1,1,1
538,0,0,1,1,0,1,0,1,1,1,0,1,1,1
539,1,1,0,0,1,0,1,0,1,0,1,1,1,1
540,0,1,1,1,0,0,0,0,1,1,0,1,1,1
541,1,0,0,0,0,1,0,1,1,1,1,1,1,1
542,0,0,0,0,0,0,1,1,1,1,1,0,1,1
543,0,0,0,0,0,0,0,1,1,0,1,0,1,1
544,1,1,0,1,1,0,0,1,1,1,1,1,0,1
545,1,0,1,1,0,0,0,1,1,1,1,1,1,1
546,0,1,0,1,0,1,0,0,1,1,1,0,1,1
547,0,1,1,1,1,0,1,0,1,1,1,0,1,1
548,0,1,0,1,1,0,0,1,1,1,1,1,0,1
549,1,1,1,0,0,0,0,0,1,1,1,1,1,1
550,1,1,0,0,0,1,0,0,1,0,0,1,1,1
551,0,1,0,1,0,0,0,0,0,0,1,1,1,1
552,1,1,1,0,0,1,0,0,0,1,0,1,1,1
553,0,0,1,0,1,0,1,0,1,1,1,1,1,1
554,0,0,1,0,1,0,0,0,1,1,1,0,1,1
555,0,1,0,0,0,1,0,1,1,1,1,1,1,1
556,0,0,1,1,0,0,1,0,1,1,1,0,0,1
557,1,1,0,0,0,1,0,0,0,0,1,1,1,1
558,1,1,1,0,1,0,0,0,0,0,1,1,1,1
