,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,Data,Data,Data,Data,Data,num
,0,1,2,3,4,5,6,7,8,9,10,11,0,1,2,3,4,simulation num
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25712
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,833
4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79
5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21
6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,603
7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1035
8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,680
9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,135
10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,352
11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,544
12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2199
14,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,553
16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,550
17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,96
18,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17
19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,122
20,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,13
21,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,48
22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,445
23,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1213
24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3
25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,110
26,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,102
27,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,301
28,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,14
29,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,2
30,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,152
31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,539
32,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
33,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,391
34,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,7
