,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,Data,Data,Data,Data,Data,Data,Data,num
454,0,0,1,1,0,1,1,1,1,0,1,0,1,1
455,1,0,1,0,0,0,1,1,1,1,1,1,0,1
456,1,1,0,1,0,0,1,1,1,1,0,1,1,1
457,0,0,1,1,1,0,1,1,1,1,1,1,1,1
458,0,1,1,0,0,0,1,1,0,1,0,1,0,1
459,0,1,1,0,0,0,1,0,1,1,1,0,1,1
460,0,0,0,0,0,0,1,0,0,1,0,1,1,1
461,0,1,0,1,0,0,1,1,1,1,1,0,1,1
462,0,0,0,0,1,0,1,1,1,1,0,1,0,1
463,0,0,0,0,0,1,1,0,1,1,1,0,1,1
464,0,0,0,0,1,0,0,1,1,1,1,1,0,1
465,0,0,0,1,0,0,1,0,1,1,0,1,0,1
466,0,1,0,1,0,0,1,1,1,0,1,1,1,2
467,0,0,1,1,0,0,1,1,0,1,0,1,1,2
468,1,0,0,0,0,0,1,0,0,1,1,0,1,1
469,0,0,1,1,1,1,1,1,1,0,1,1,0,1
470,1,0,1,1,0,1,1,1,1,0,1,1,0,1
471,0,0,1,0,0,0,1,1,1,0,1,1,0,1
472,0,0,1,1,0,0,1,1,0,0,1,0,1,1
473,0,0,1,1,0,1,1,1,1,1,1,1,1,1
474,0,0,1,0,0,0,1,1,0,1,0,1,1,1
475,0,0,0,1,0,0,1,0,0,0,0,1,1,1
476,0,0,0,1,0,0,1,0,1,1,0,0,1,1
477,0,0,1,1,0,1,1,1,0,0,1,1,0,1
478,1,1,1,1,0,0,1,0,1,0,1,0,1,1
479,0,0,1,0,0,0,1,1,1,0,1,0,1,1
480,0,0,1,1,0,0,0,1,1,1,1,1,0,1
481,0,1,0,0,0,1,1,1,0,1,1,0,0,1
482,0,0,0,1,0,1,1,1,1,1,0,0,0,1
483,1,0,0,0,0,0,1,1,1,0,0,1,1,1
484,0,1,1,1,0,1,1,1,1,0,1,1,1,1
485,1,1,0,0,0,1,1,1,1,1,1,0,0,1
486,1,1,0,1,0,0,1,0,0,1,1,1,1,1
487,1,0,0,1,0,0,0,1,1,1,0,1,1,1
488,1,1,0,1,1,1,1,1,1,1,1,1,1,1
