,stab_1,stab_1,stab_1,stab_1,stab_2,stab_2,stab_2,stab_2,stab_3,stab_3,stab_3,stab_3,stab_4,stab_4,stab_4,stab_4,Data,Data,Data,Data,Data,num
,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,simulation num
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32784
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,180
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75
3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,211
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,648
6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,265
7,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,89
8,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,181
9,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1
10,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,384
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,339
13,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,171
14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,468
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322
16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,149
17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
18,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16
19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
20,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,206
21,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,478
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,323
24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,185
25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
27,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1
28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,407
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,143
30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,74
31,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
32,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
33,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
34,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,230
35,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,184
36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
37,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,337
38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,258
39,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
40,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
41,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1
42,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
43,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20
44,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
45,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,348
46,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
47,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119
48,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3
49,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2
50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
51,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
52,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,45
53,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
54,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
55,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,192
56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484
57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,242
58,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18
59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,199
60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,207
62,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,2
63,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,304
64,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
65,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
66,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,37
67,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,270
68,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,188
69,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41
70,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,383
72,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,329
73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41
74,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
75,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,200
76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,287
77,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,228
78,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,267
79,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31
81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,138
83,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16
84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
85,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1
86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
