,stab_1,stab_1,stab_1,stab_1,stab_2,stab_2,stab_2,stab_2,stab_3,stab_3,stab_3,stab_3,stab_4,stab_4,stab_4,stab_4,Data,Data,Data,Data,Data,num
221,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
222,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1
223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,12
224,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,2
225,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,6
226,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,15
227,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5
228,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3
229,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,21
230,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7
231,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,11
232,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
233,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1
234,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,2
235,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1
236,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1
237,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5
238,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
239,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1
240,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1
241,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,4
242,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,27
243,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,2
244,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2
245,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,2
246,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,5
247,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1
248,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,12
249,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,3
250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,64
251,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,2
252,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1
253,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6
254,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1
255,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,10
256,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,2
257,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1
258,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,13
259,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,91
260,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,17
262,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,2
263,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,6
264,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
265,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,3
266,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,25
267,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,2
268,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,16
269,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,8
270,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,4
271,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,44
272,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4
273,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6
275,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,3
276,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,9
277,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,12
278,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,4
279,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,12
280,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,6
281,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,4
282,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,8
283,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,2
284,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1
285,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,3
286,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,4
287,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1
288,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
289,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,4
290,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4
291,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,9
292,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
293,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1
