,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_2,stab_2,stab_2,stab_2,stab_2,stab_2,Data,Data,Data,Data,Data,Data,Data,num
49,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,403
50,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,137
51,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,117
52,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13
53,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,36
54,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,7
55,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1
56,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
57,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,4
58,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,6
59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48
60,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,399
61,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
62,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,229
64,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,230
65,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
66,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
67,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,310
68,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,61
69,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,7
70,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9
71,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3
72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,34
73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36
74,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,5
75,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5
76,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2
77,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,8
78,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42
79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
80,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,15
81,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,2
82,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4
83,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
84,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6
85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77
86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5
87,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
88,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
89,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5
90,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2
91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
92,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,5
93,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,3
94,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
95,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3
96,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
97,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19
98,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6
100,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
101,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
102,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,2
103,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12
104,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26
105,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,284
106,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3
107,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1
108,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5
109,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,9
110,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118
112,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,54
113,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
114,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,12
115,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5
116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6
117,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,153
119,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
120,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4
121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
122,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4
123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
124,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,76
125,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5
126,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
127,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,4
128,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2
129,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10
130,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
131,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5
132,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2
133,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11
134,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8
135,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,5
136,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
137,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18
138,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,10
139,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,2
140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
141,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6
142,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14
143,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1
144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8
145,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
146,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2
147,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7
148,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2
149,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
150,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
151,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2
152,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
153,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
154,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
155,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,58
156,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1
157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
158,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,27
159,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
160,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
161,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8
162,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6
163,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,44
164,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
165,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1
166,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
167,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
168,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
169,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,4
170,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,16
171,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4
172,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
173,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2
174,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
175,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4
176,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
177,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
178,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2
179,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
180,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1
181,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
182,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
183,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4
184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34
185,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
186,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
187,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,17
188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
189,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
190,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,3
191,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,8
192,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1
193,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7
194,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
195,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9
196,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9
197,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5
198,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1
199,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10
200,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
201,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3
202,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3
203,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
204,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,4
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8
206,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
207,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1
208,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
209,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
210,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
211,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
212,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
213,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,10
214,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5
215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
216,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,2
217,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14
218,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
219,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1
220,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
221,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9
222,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,4
223,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3
224,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
225,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,12
226,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
227,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8
228,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5
229,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,4
230,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
231,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7
232,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,5
233,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,7
234,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
235,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,6
236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8
237,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16
238,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7
239,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,6
240,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
241,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
242,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1
243,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,7
244,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,5
245,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2
246,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10
247,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6
248,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5
249,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
250,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6
252,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,6
253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
254,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5
255,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
256,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,9
257,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1
258,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1
259,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2
260,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11
261,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6
262,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9
263,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,8
264,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,5
265,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
266,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,6
267,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
268,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,6
269,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
270,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
271,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5
272,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,5
273,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
274,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5
275,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1
276,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
277,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3
278,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5
279,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3
280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8
281,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
282,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
283,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,31
284,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,6
285,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
286,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
287,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,4
288,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
289,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2
290,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
291,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,6
292,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3
293,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3
294,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4
295,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
296,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10
297,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
298,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
299,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5
300,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
301,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4
302,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
303,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
304,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1
305,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
306,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
307,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
308,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2
309,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
310,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4
311,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
313,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2
314,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2
315,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3
316,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
317,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1
318,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,9
319,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,13
320,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,8
321,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,6
322,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,29
323,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8
324,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
325,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5
326,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3
327,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,6
