,stab_1,stab_1,stab_2,stab_2,stab_3,stab_3,stab_4,stab_4,stab_5,stab_5,stab_6,stab_6,stab_7,stab_7,stab_8,stab_8,Data,Data,Data,num
209,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,7
210,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
211,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6
212,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1
213,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
214,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,6
215,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,9
216,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
217,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
218,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
219,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,5
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
221,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,3
222,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1
223,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9
224,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1
225,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1
226,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,16
227,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
228,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
229,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19
230,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,47
231,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1
232,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1
233,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1
234,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4
235,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,2
236,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,8
237,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
238,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,13
239,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5
240,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,2
241,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,4
242,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,11
243,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1
244,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
245,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
246,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,19
247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5
248,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6
249,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
250,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,7
251,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1
252,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,8
253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
254,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
255,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
256,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
257,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1
258,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,11
259,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1
260,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,6
261,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
262,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1
263,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,10
264,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,8
265,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5
266,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,3
267,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,5
268,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
269,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,37
270,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,2
271,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
272,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,16
273,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,2
274,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
275,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
276,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
277,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,15
278,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2
279,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
280,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5
281,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
282,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
283,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
284,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
285,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
286,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
287,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,4
288,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
289,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
290,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
291,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
292,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
293,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,16
294,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,2
295,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7
296,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,8
297,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
298,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,6
299,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
300,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
301,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
302,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
303,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1
304,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2
305,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
306,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18
307,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,7
308,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
309,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1
310,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1
311,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,15
312,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
313,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1
314,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
315,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1
316,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
317,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,13
318,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,9
319,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,9
320,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
