,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,Data,Data,Data,Data,Data,num
,0,1,2,3,4,5,6,7,8,9,10,11,0,1,2,3,4,simulation num
0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,83
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,25032
2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1770
3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,517
4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,685
5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2
6,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,174
7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,897
8,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,669
9,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,35
10,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1100
11,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,9
12,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,39
13,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,581
14,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,51
15,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,363
16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,468
17,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,10
18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,902
19,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2349
20,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,27
21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,368
22,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,91
23,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1028
24,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,396
25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,41
26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,20
27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,254
28,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,26
29,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,144
30,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,181
31,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,10
32,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,178
33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,665
34,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,18
35,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,20
36,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,5
37,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,48
38,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,4
39,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,16
40,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,536
41,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,78
42,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,38
43,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,32
44,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,591
45,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,17
46,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,257
47,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,28
48,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,5
49,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,13
50,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,14
51,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,283
52,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,30
53,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,209
54,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,17
55,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,154
56,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,74
57,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,159
58,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,3
59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,6
60,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,10
61,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,130
62,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,4
63,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,3
64,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,2
65,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,35
66,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,16
67,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,75
68,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,682
69,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,295
70,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
71,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,661
72,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,24
73,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,66
74,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,124
75,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,26
76,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,103
77,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1
78,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,26
79,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,23
80,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
81,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,41
82,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,13
83,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1
84,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,19
85,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,15
86,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,50
87,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,10
88,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,11
89,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1
90,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,3
91,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,62
92,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,3
93,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,59
94,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,41
95,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,19
96,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,12
97,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,13
98,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2
99,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,62
100,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,61
101,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,9
102,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,56
103,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,6
104,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,55
105,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,19
106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9
107,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,13
108,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,15
109,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,29
110,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2
111,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1
112,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
113,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,7
114,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,9
115,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,7
116,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,24
117,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,28
118,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,102
119,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,18
120,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,47
121,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,18
122,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,11
123,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,3
124,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
125,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,112
126,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,60
127,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,18
128,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,107
129,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,5
130,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,60
131,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,17
132,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,25
133,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1
134,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,20
135,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,8
136,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,6
137,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,16
138,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1
139,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,5
140,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,15
141,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,6
142,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,8
143,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,30
144,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,21
145,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,10
146,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,61
147,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,2
148,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,22
149,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,3
150,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2
151,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1
152,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,10
153,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,14
154,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,3
155,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,13
156,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,3
157,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,6
158,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1
159,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,6
160,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,3
161,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,4
162,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
163,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,9
164,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1
165,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1
166,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8
167,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1
168,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,31
169,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,18
170,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,13
171,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1
172,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1
173,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,2
174,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,11
175,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,16
176,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,25
177,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1
178,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,53
179,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,37
180,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1
181,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,5
