,stab_1,stab_1,stab_2,stab_2,stab_3,stab_3,stab_4,stab_4,Data,Data,Data,num
125,0,0,0,1,0,1,0,0,1,1,0,1
126,1,0,1,1,0,0,0,0,1,0,0,7
127,0,1,0,1,0,1,0,1,1,1,0,4
128,0,1,0,0,1,0,0,0,0,0,0,5
129,1,0,1,1,1,0,1,0,1,0,0,4
130,1,0,1,0,1,1,0,1,1,0,1,1
131,1,0,0,0,0,0,1,0,0,0,0,1
132,0,0,0,0,1,0,0,0,1,0,0,4
133,1,1,1,1,1,1,0,1,1,0,1,4
134,1,1,1,1,0,0,0,0,1,1,1,1
135,0,0,0,0,0,0,0,1,1,0,0,7
136,1,0,1,0,0,1,0,1,1,0,0,2
137,0,0,0,0,0,1,0,0,0,0,1,16
138,1,0,1,0,0,0,0,0,0,0,0,9
139,1,0,1,0,0,0,1,0,1,0,0,9
140,0,0,1,0,1,0,0,0,0,0,0,11
141,1,1,1,0,1,0,1,1,0,1,1,1
142,1,0,1,0,0,1,0,0,1,0,0,3
143,1,1,1,1,1,1,1,1,1,0,1,7
144,0,0,1,1,1,0,0,0,0,0,0,1
145,1,0,1,0,0,1,0,0,0,1,1,2
146,1,0,1,1,0,0,0,0,0,1,0,5
147,1,0,0,0,1,0,1,0,1,0,0,6
148,1,1,1,1,1,0,1,1,0,1,0,6
149,1,1,1,1,1,1,1,1,0,1,1,1
150,1,1,1,1,1,1,0,0,0,1,1,2
151,1,1,1,0,0,0,0,0,0,0,0,1
152,1,1,0,0,0,0,0,0,0,0,0,2
153,1,1,1,0,1,1,1,1,0,1,0,2
154,1,0,0,1,0,0,1,0,0,0,0,1
155,1,1,1,1,0,0,0,0,1,1,0,3
156,1,1,1,1,1,0,0,0,0,0,0,1
157,1,1,1,1,0,0,0,0,0,0,1,2
158,0,0,0,0,1,0,0,1,0,1,0,1
159,1,0,1,1,1,1,0,0,0,1,0,5
160,1,1,0,0,0,0,0,1,0,1,0,6
161,0,0,0,1,1,1,0,0,0,0,0,1
162,0,0,1,0,1,1,1,1,0,0,0,1
163,0,1,0,0,0,0,0,0,1,0,0,3
164,1,0,1,1,1,1,1,0,1,1,0,1
165,0,0,1,1,1,1,1,1,0,0,0,4
166,1,1,1,0,1,1,0,0,0,0,1,1
167,0,1,0,0,0,0,1,0,0,0,0,4
168,1,1,1,1,1,1,0,0,1,0,1,3
169,1,0,0,0,0,0,1,0,1,0,0,3
170,0,1,1,1,1,1,1,1,1,1,0,6
171,1,1,1,1,1,1,1,0,0,0,1,1
172,1,1,1,0,0,0,0,0,1,0,1,2
173,1,1,0,0,0,1,0,1,0,1,0,2
174,1,1,1,1,0,0,0,1,1,0,1,1
175,0,1,1,0,1,0,0,0,1,1,0,2
176,0,0,0,0,0,1,1,0,0,0,0,2
177,1,0,1,1,1,0,0,0,1,0,0,3
178,1,1,1,0,0,0,0,1,0,1,1,1
179,0,1,1,0,1,0,0,0,1,0,0,1
180,1,0,1,1,0,1,0,1,1,0,1,3
181,1,1,1,0,0,1,0,0,0,1,0,2
182,1,1,0,1,0,1,0,0,1,0,1,3
183,0,0,1,0,0,0,0,0,0,1,0,2
184,1,1,1,1,1,1,1,0,1,0,1,2
185,0,1,0,1,0,1,0,0,1,0,1,2
186,1,0,1,0,1,0,1,0,0,1,1,6
187,1,1,0,1,1,1,0,0,0,1,0,6
188,1,0,1,0,1,0,1,0,1,0,1,1
189,0,1,1,0,0,0,0,0,0,0,0,2
190,0,1,0,1,0,1,0,0,1,1,1,1
191,1,0,1,1,1,1,1,1,0,0,0,2
192,1,1,1,0,0,0,0,0,1,0,0,4
193,0,1,1,1,0,0,0,0,0,1,0,4
194,0,0,0,0,0,0,0,0,1,1,0,3
195,0,0,0,0,1,0,0,0,0,1,0,1
196,1,0,0,1,0,0,0,1,1,0,0,1
197,1,0,1,0,1,1,1,0,1,0,0,6
198,0,1,0,0,0,0,0,0,1,1,0,2
199,1,0,1,1,1,0,0,0,0,1,0,1
200,1,0,1,1,0,1,0,0,0,1,0,1
201,1,1,0,1,0,1,0,0,1,0,0,1
202,0,1,1,1,0,0,0,0,0,0,0,1
203,1,0,1,1,1,0,0,1,1,0,0,1
204,0,0,0,0,0,0,1,0,1,0,0,1
205,0,1,0,1,0,1,0,1,1,0,0,4
206,0,1,0,0,1,0,0,0,0,0,1,1
207,1,0,0,1,0,1,0,0,0,1,1,1
208,1,1,1,1,1,0,1,1,1,0,1,1
209,1,1,1,1,0,1,0,1,0,1,0,9
210,1,0,1,0,0,1,0,1,0,1,1,1
211,1,1,1,1,0,1,0,1,1,0,0,2
212,1,1,1,1,0,1,0,1,0,1,1,1
213,0,1,0,0,1,0,0,0,0,1,0,1
214,0,1,0,1,0,1,0,0,1,0,0,1
215,1,1,1,1,0,1,0,0,1,0,1,2
216,1,0,1,0,1,0,1,1,0,0,1,1
217,0,0,1,0,0,0,0,1,0,0,0,4
218,1,1,1,1,1,1,1,0,0,0,0,2
219,0,0,0,0,1,0,1,0,1,0,0,1
220,0,1,1,1,1,0,1,0,1,0,0,1
221,1,1,0,1,0,0,0,0,1,0,0,2
222,0,1,0,1,1,0,1,1,0,1,0,1
223,0,1,1,1,1,1,1,1,0,1,0,3
224,0,1,1,1,0,0,0,0,0,0,1,2
225,0,1,0,1,1,0,0,0,0,0,1,2
226,0,0,0,0,0,0,1,0,0,1,0,1
227,1,1,0,1,0,1,0,1,0,0,1,3
228,0,1,0,1,1,1,1,1,0,0,0,1
229,0,1,0,0,0,0,1,0,0,0,1,1
230,0,0,0,0,0,0,1,1,0,0,0,4
231,1,1,1,1,1,1,0,0,1,1,0,3
232,0,0,1,1,1,0,0,1,1,0,1,1
233,1,0,0,1,0,1,0,1,1,0,1,1
234,1,0,0,1,0,0,0,0,0,0,1,2
235,0,0,0,1,0,0,0,1,0,1,1,1
236,1,1,0,1,0,1,0,1,1,0,1,1
237,0,1,1,0,0,0,1,1,0,1,0,1
238,1,1,1,1,1,0,0,1,0,1,0,1
239,0,0,0,0,1,1,1,1,0,0,0,1
240,1,0,1,0,1,1,0,0,0,1,1,2
241,0,1,0,0,0,0,0,1,0,1,0,1
242,0,0,0,0,1,0,0,1,0,0,0,2
243,0,1,1,1,0,1,0,1,0,0,1,1
244,0,0,1,0,0,1,0,0,1,0,0,1
245,0,1,0,1,0,1,0,1,0,1,0,3
246,1,1,1,1,1,1,0,0,0,0,0,1
247,0,0,0,0,0,0,0,0,1,0,1,2
248,0,0,0,0,0,0,0,1,0,1,0,4
249,0,0,0,1,0,0,1,0,0,1,0,1
250,0,0,1,0,0,0,1,0,0,0,0,3
251,0,0,1,0,0,1,0,0,0,0,0,1
252,1,1,1,1,1,1,0,1,1,0,0,3
253,1,1,1,0,1,0,1,0,1,0,1,3
254,0,0,0,0,0,1,1,1,0,0,0,2
255,1,0,1,1,1,0,0,0,1,0,1,1
256,1,0,1,0,1,0,0,1,1,0,0,7
257,1,0,1,0,1,0,0,0,1,1,0,2
258,1,1,0,1,0,1,0,0,0,1,0,1
259,1,0,1,0,0,0,0,1,0,0,0,1
260,1,1,1,0,0,0,0,1,1,0,1,1
261,0,1,0,0,1,0,0,0,1,1,0,1
262,0,1,0,1,0,0,0,0,1,1,0,1
263,1,1,1,1,0,0,0,1,0,1,0,3
264,0,1,0,1,1,0,0,0,1,1,0,2
265,1,1,0,1,0,1,0,0,0,1,1,1
266,0,0,1,0,1,1,0,0,0,0,0,1
267,0,0,0,0,1,1,0,0,0,0,0,3
268,1,1,1,1,0,1,0,0,0,0,0,2
269,1,0,1,1,1,1,0,0,0,0,0,1
270,1,0,1,0,0,0,0,1,0,1,1,1
271,1,1,0,1,0,1,1,1,0,1,0,1
272,1,1,1,1,0,0,1,0,0,1,0,3
273,1,1,0,0,0,0,0,0,1,0,0,3
274,0,1,0,1,0,1,0,1,0,1,1,2
275,1,0,1,0,1,0,0,0,0,1,1,2
276,1,0,0,1,0,0,0,0,0,1,1,1
277,0,0,1,0,1,0,0,1,1,0,0,2
278,0,0,1,1,1,1,0,0,0,0,0,1
279,0,0,1,0,0,1,1,1,0,1,0,1
280,1,1,1,1,1,1,1,0,0,1,1,1
281,0,1,1,0,1,0,1,0,0,0,1,1
282,1,0,0,0,0,1,0,0,0,0,0,1
283,1,0,1,1,1,1,1,1,1,0,1,1
284,1,0,0,0,0,0,0,0,0,1,1,2
285,1,0,1,0,0,0,0,0,0,1,1,2
286,1,0,1,0,1,0,0,1,0,1,1,2
287,1,1,0,0,0,0,0,0,0,1,1,1
288,1,1,1,1,0,1,0,0,0,1,1,2
289,0,1,0,0,0,1,1,1,0,1,0,2
290,0,0,1,1,0,0,0,0,0,1,0,1
291,1,0,1,1,1,1,0,1,1,0,1,1
292,0,1,0,1,1,1,0,0,1,1,0,3
293,0,0,0,0,0,0,0,0,0,1,1,1
294,1,0,1,1,1,1,1,0,0,1,0,1
295,1,1,1,0,1,0,1,0,0,0,1,1
296,1,1,1,1,1,1,1,1,0,0,0,3
297,1,1,0,0,1,0,0,0,1,0,0,1
298,1,1,0,1,0,0,0,0,0,1,1,1
299,1,1,1,1,0,1,1,0,0,1,0,2
300,1,1,0,0,0,0,0,0,0,0,1,2
301,0,1,0,0,0,0,0,0,1,0,1,2
302,0,1,0,0,1,0,0,1,0,0,0,1
303,0,1,0,0,0,0,0,0,0,1,1,2
304,0,1,1,1,1,1,1,1,0,0,0,1
305,0,1,0,1,0,0,1,1,0,0,0,1
306,1,0,1,1,1,1,0,1,0,1,0,1
307,0,1,1,0,0,1,0,0,1,1,0,1
308,0,1,0,1,0,0,1,0,0,0,1,1
309,1,0,1,1,0,1,1,1,0,1,0,1
310,0,1,0,1,1,1,1,0,1,1,0,1
311,0,1,0,1,0,1,1,1,1,1,0,1
312,0,0,0,1,1,0,0,1,0,0,0,1
313,1,1,0,1,0,0,0,1,0,1,0,1
314,0,0,0,1,1,1,1,1,0,0,0,1
315,0,0,1,1,0,1,0,1,0,0,0,1
316,1,0,1,1,0,1,0,0,0,1,1,1
317,1,0,1,1,1,1,0,0,1,1,0,1
318,1,0,1,1,1,0,1,1,1,0,0,1
319,1,1,1,1,0,0,0,1,1,0,0,1
320,1,0,1,1,1,1,0,1,1,0,0,1
321,1,0,0,0,0,0,0,1,0,1,0,1
322,1,1,0,0,0,0,1,0,0,1,0,1
323,0,1,0,1,1,1,0,1,0,1,0,1
324,1,1,0,0,0,1,0,0,1,0,1,1
325,1,0,0,0,1,0,0,0,0,0,0,1
326,1,1,0,1,1,1,1,0,1,1,0,1
327,0,1,1,1,1,1,0,1,0,1,0,1
328,1,1,0,1,0,1,0,1,1,0,0,1
329,0,1,1,1,0,1,1,0,0,0,0,1
330,1,0,1,0,0,0,0,0,1,0,1,1
331,1,1,0,1,0,0,0,1,1,0,1,1
332,1,1,1,0,0,1,0,0,1,0,1,1
333,1,1,1,0,1,0,0,0,1,0,1,1
334,1,1,1,0,0,0,0,0,1,1,0,1
335,0,1,1,1,1,1,0,0,0,0,0,1
336,1,0,1,1,0,0,0,1,1,0,1,1
337,1,1,1,0,1,0,0,1,0,1,1,1
338,1,1,1,1,0,0,0,0,1,0,0,1
339,1,0,1,1,1,0,1,1,0,1,0,1
340,1,0,1,0,0,0,0,0,1,1,0,1
341,0,1,0,1,1,0,1,0,1,1,0,1
342,0,1,1,1,1,0,0,0,1,1,0,1
343,0,1,1,1,1,1,0,0,1,1,0,1
344,0,1,1,1,0,1,0,0,0,0,0,1
345,0,1,0,1,0,1,0,1,1,1,1,1
346,1,1,1,1,1,1,0,1,0,1,1,1
