,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_2,stab_2,stab_2,stab_2,stab_2,stab_2,Data,Data,Data,num
226,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,18
227,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,146
228,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,4
229,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1
230,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,18
231,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1
232,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
233,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
234,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5
235,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,10
236,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,16
237,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1
238,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,10
239,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,6
240,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,6
241,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,9
242,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1
243,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,12
244,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,17
245,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,18
246,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,7
247,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1
248,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1
249,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,2
250,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,15
251,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,9
252,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6
253,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8
254,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,5
255,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,13
256,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,3
257,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3
258,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,4
259,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,19
260,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
261,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,20
262,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,10
263,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,5
264,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19
265,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,7
266,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,9
267,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,5
268,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,11
269,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1
270,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,2
271,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1
272,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1
273,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,11
274,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,2
275,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,20
276,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1
277,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1
278,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,16
279,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1
280,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,4
281,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1
282,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,4
283,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,14
284,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,9
285,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,17
286,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8
287,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,2
288,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,5
289,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1
290,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,10
291,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1
292,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,6
293,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1
294,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1
295,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,9
296,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1
297,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,11
298,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2
299,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1
300,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1
301,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,7
302,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4
303,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1
304,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
305,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1
306,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,3
307,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,16
308,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,28
309,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,34
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
311,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
312,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
313,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,5
314,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,5
315,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,29
316,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,4
317,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
318,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,8
319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
320,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6
321,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,9
322,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,8
323,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,2
324,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
325,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
326,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3
327,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,9
328,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1
329,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1
330,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,2
331,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,18
332,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,16
333,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,2
334,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,8
335,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,6
