,stab_1,stab_1,stab_2,stab_2,stab_3,stab_3,stab_4,stab_4,stab_5,stab_5,stab_6,stab_6,stab_7,stab_7,Data,Data,Data,num
240,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
241,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,23
242,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
243,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,4
244,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,2
245,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1
246,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,19
247,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,3
248,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1
249,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,50
250,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,23
251,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16
252,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2
253,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,3
254,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,3
255,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1
256,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,6
257,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1
258,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2
259,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
260,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13
261,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
262,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,4
263,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2
264,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
265,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12
266,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,19
267,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
268,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
269,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,2
270,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,6
271,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1
272,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
273,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
274,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
275,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,8
276,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
277,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
278,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,18
279,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,16
280,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,7
281,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,5
282,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
283,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,14
284,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,5
285,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1
286,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,8
287,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,4
288,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,7
289,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
290,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
291,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18
292,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1
293,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
294,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2
295,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
296,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,2
297,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,4
298,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2
299,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,3
300,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,3
301,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1
302,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1
303,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
304,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
305,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,16
306,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
308,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,8
309,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4
310,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,15
311,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,6
312,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14
313,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
314,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
315,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
316,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1
317,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,14
318,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,3
319,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,3
320,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,13
321,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,10
322,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
323,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,3
324,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8
325,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
326,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1
327,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
328,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3
329,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,5
330,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1
331,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,7
332,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,4
333,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,3
334,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,6
335,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,3
336,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1
337,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,9
338,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1
339,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5
340,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6
341,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,3
342,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5
343,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5
344,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
345,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6
346,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2
