0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126
0.0006130006538200316,0.00048183040163511247,0.0002143754029021091,0.0004874967826996625,0.00017164826257174535,0.00011107249772666916,0.00010360377683147857,0.00018291578773745742,0.00023757551326348202,0.0001974636808408898,0.00025025656421997,0.00019110184228209154,0.00013320506822742274,0.00014723834321068505,0.0006035555290013144,0.00013760996926384666,0.00019891319984263205,0.00010537923391234256,9.273446567226622e-05,0.00019370773472396412,0.00023371584474646606,0.00015427616316289944,0.0010782441791802842,0.00023337773861433468,0.00038077892304941047,0.00020712951509514532,0.0003178623044540582,0.0002657322903115432,0.0003579693037799131,0.00022708131992907693,0.000281968653965503,0.0003275374688430622,0.00016660887513665832,0.0014790405417495947,0.000267100222334437,0.000208539133042695,0.00022003453582089308,0.0003723470049088529,0.0001686135635432357,0.00033062523736375373,0.00021489494815503857,0.0005980712597398319,0.00019282391673773396,0.000271953103872111,0.00023374196345948354,0.00010879747336099798,0.00011167712872659524,0.00017164518105596688,0.00012787206772588405,0.001251336978055571,0.00031950365935945355,0.00023624232115893444,0.0002582055629826183,0.00015541962751275534,8.707472779324523e-05,0.00024247773235996925,0.0007141650220670057,0.0008782999262854713,0.00042754781353106946,0.00023403970593174997,0.00024113562053341988,0.00039891411414190686,0.000160433149813598,0.0011011465079243468,0.00024047243051370377,0.00019122125088344807,0.0001335156405955955,0.0002893787708499125,0.0003577055880184447,0.0004691666856712613,0.00037563753684756923,0.0006851486668081379,0.00017122406937637895,0.00016841672446401336,0.0001477938844132012,0.0016545214872176557,0.006992457837055208,0.0004784776041922489,0.0002021452196418457,0.0004349139496327328,0.00023533618927398188,0.0006840343008785089,0.00017635266684741662,0.0001835111228878802,0.0001601514681994032,0.00015049049518168814,0.00013279387805217066,0.00019446033894626513,0.00022715802539152597,0.0001948999543362244,0.0005915816407539969,0.0021035594080372733,0.07811335073548378,0.0005194985826741035,0.0003460543513005266,0.0006469671763154576,0.0002396743178681936,0.0006517136150355264,0.0008077476162936203,0.012265185906831304,0.0001636516542175705,0.001347856596482258,0.00017503991917112915,0.00033566507100303393,0.00029112826488539436,0.0002825444635120272,0.00031981349258611936,0.0006736417509828019,0.0006176425523155946,0.0005300897355412597,0.00011588684533490354,0.00021560245484989276,0.00033399052771826746,0.0013597392533779516,0.00016713054918724793,0.000510569538095901,0.008907864816017212,0.24624959095191518,0.00029551605796308204,0.00034838666206701634,0.0002502752606102513,0.0002523928826781473,0.00017667027970623102,0.000185161862699564,0.00029688031929080014,0.00040569986834064844,0.0012087602756720068
